beach,species,survey_week,beach_section_initials,species_2,total,mean_wrack
NORTH,SNPL,10/19/2015,SAN,SNPL,52,1.875
NORTH,WEGU,10/19/2015,SAN,Gull,7,1.875
NORTH,CAGU,10/19/2015,SHN,Gull,1,1.384615385
NORTH,HEEG,10/19/2015,SHN,Gull,110,1.384615385
NORTH,SAND,10/19/2015,SHN,SAND,295,1.384615385
NORTH,SNPL,10/19/2015,SHN,SNPL,46,1.384615385
NORTH,WEGU,10/19/2015,SHN,Gull,5,1.384615385
NORTH,CAGU,10/19/2015,SHS,Gull,2,1.3
NORTH,HEEG,10/19/2015,SHS,Gull,4,1.3
NORTH,SAND,10/19/2015,SHS,SAND,225,1.3
NORTH,SNPL,10/19/2015,SHS,SNPL,29,1.3
SOUTH,SAND,10/19/2015,SNO,SAND,41,0.966666667
SOUTH,SNPL,10/19/2015,SNO,SNPL,53,0.966666667
SOUTH,SAND,10/19/2015,SSO,SAND,580,1.361111111
SOUTH,SNPL,10/19/2015,SSO,SNPL,29,1.361111111
SOUTH,SAND,10/19/2015,WAL,SAND,58,1.346153846
SOUTH,SNPL,10/19/2015,WAL,SNPL,75,1.346153846
NORTH,HEEG,10/20/2014,MIN,Gull,270,2.833333333
NORTH,SAND,10/20/2014,MIN,SAND,17,2.833333333
NORTH,SNPL,10/20/2014,MIN,SNPL,1,2.833333333
PURISIMA,SAND,10/20/2014,PNO,SAND,64,2
PURISIMA,SNPL,10/20/2014,PNO,SNPL,12,2
PURISIMA,WEGU,10/20/2014,PNO,Gull,4,2
NORTH,CAGU,10/20/2014,SAN,Gull,76,2.225
NORTH,HEEG,10/20/2014,SAN,Gull,161,2.225
NORTH,SAND,10/20/2014,SAN,SAND,207,2.225
NORTH,SNPL,10/20/2014,SAN,SNPL,10,2.225
NORTH,WEGU,10/20/2014,SAN,Gull,29,2.225
NORTH,CAGU,10/20/2014,SHN,Gull,11,3
NORTH,HEEG,10/20/2014,SHN,Gull,404,3
NORTH,SAND,10/20/2014,SHN,SAND,1634,3
NORTH,SNPL,10/20/2014,SHN,SNPL,45,3
NORTH,CAGU,10/20/2014,SHS,Gull,4,2.35
NORTH,HEEG,10/20/2014,SHS,Gull,341,2.35
NORTH,SAND,10/20/2014,SHS,SAND,885,2.35
NORTH,WEGU,10/20/2014,SHS,Gull,2,2.35
SOUTH,CAGU,10/20/2014,SNO,Gull,1,2.3
SOUTH,SAND,10/20/2014,SNO,SAND,77,2.3
SOUTH,SNPL,10/20/2014,SNO,SNPL,110,2.3
SOUTH,SAND,10/20/2014,SSO,SAND,364,2.361111111
SOUTH,SNPL,10/20/2014,SSO,SNPL,45,2.361111111
SOUTH,WEGU,10/20/2014,SSO,Gull,3,2.361111111
SOUTH,CAGU,10/20/2014,WAL,Gull,25,3.461538462
SOUTH,HEEG,10/20/2014,WAL,Gull,10,3.461538462
SOUTH,SAND,10/20/2014,WAL,SAND,175,3.461538462
SOUTH,SNPL,10/20/2014,WAL,SNPL,27,3.461538462
SOUTH,WEGU,10/20/2014,WAL,Gull,29,3.461538462
NORTH,HEEG,10/21/2013,MIN,Gull,100,2.833333333
PURISIMA,SAND,10/21/2013,PNO,SAND,3,3.5
NORTH,CAGU,10/21/2013,SAN,Gull,3,1.95
NORTH,SAND,10/21/2013,SAN,SAND,1000,1.95
NORTH,SNPL,10/21/2013,SAN,SNPL,14,1.95
NORTH,WEGU,10/21/2013,SAN,Gull,302,1.95
NORTH,SNPL,10/21/2013,SHN,SNPL,51,1.461538462
NORTH,gull,10/21/2013,SHS,Gull,1,1.2
NORTH,SNPL,10/21/2013,SHS,SNPL,25,1.2
NORTH,WEGU,10/21/2013,SHS,Gull,1,1.2
SOUTH,SAND,10/21/2013,SNO,SAND,750,3.5
SOUTH,SNPL,10/21/2013,SNO,SNPL,106,3.5
SOUTH,CAGU,10/21/2013,SSO,Gull,13,2.5
SOUTH,SAND,10/21/2013,SSO,SAND,350,2.5
SOUTH,SNPL,10/21/2013,SSO,SNPL,36,2.5
SOUTH,WEGU,10/21/2013,SSO,Gull,12,2.5
SOUTH,CAGU,10/21/2013,WAL,Gull,20,4.538461538
SOUTH,HEEG,10/21/2013,WAL,Gull,60,4.538461538
SOUTH,RBGU,10/21/2013,WAL,NA,60,4.538461538
SOUTH,WEGU,10/21/2013,WAL,Gull,120,4.538461538
NORTH,SAND,10/9/2017,MIN,SAND,35,0.583333333
NORTH,SNPL,10/9/2017,MIN,SNPL,19,0.583333333
NORTH,WEGU,10/9/2017,MIN,Gull,3,0.583333333
PURISIMA,SAND,10/9/2017,PNO,SAND,7,1.333333333
NORTH,CAGU,10/9/2017,SAN,Gull,3,0.725
NORTH,SAND,10/9/2017,SAN,SAND,401,0.725
NORTH,SNPL,10/9/2017,SAN,SNPL,43,0.725
NORTH,WEGU,10/9/2017,SAN,Gull,14,0.725
NORTH,SAND,10/9/2017,SHN,SAND,218,0.5
NORTH,SNPL,10/9/2017,SHN,SNPL,19,0.5
NORTH,WEGU,10/9/2017,SHN,Gull,4,0.5
NORTH,SAND,10/9/2017,SHS,SAND,147,0.5
NORTH,SNPL,10/9/2017,SHS,SNPL,4,0.5
SOUTH,SAND,10/9/2017,SNO,SAND,181,1
SOUTH,SNPL,10/9/2017,SNO,SNPL,56,1
SOUTH,SAND,10/9/2017,SSO,SAND,10,1.444444444
SOUTH,SNPL,10/9/2017,SSO,SNPL,1,1.444444444
SOUTH,WEGU,10/9/2017,SSO,Gull,10,1.444444444
SOUTH,SAND,10/9/2017,WAL,SAND,114,2.269230769
SOUTH,SNPL,10/9/2017,WAL,SNPL,33,2.269230769
NORTH,HEEG,11/11/2013,MIN,Gull,65,2.416666667
NORTH,WEGU,11/11/2013,MIN,Gull,7,2.416666667
NORTH,HEEG,11/11/2013,SAN,Gull,2,1.4
NORTH,WEGU,11/11/2013,SAN,Gull,50,1.4
NORTH,CAGU,11/11/2013,SHN,Gull,75,2.423076923
NORTH,HEEG,11/11/2013,SHN,Gull,274,2.423076923
NORTH,WEGU,11/11/2013,SHN,Gull,94,2.423076923
NORTH,HEEG,11/11/2013,SHS,Gull,30,1
NORTH,WEGU,11/11/2013,SHS,Gull,2,1
SOUTH,CAGU,11/11/2013,SNO,Gull,6,1.933333333
SOUTH,gull,11/11/2013,SNO,Gull,300,1.933333333
SOUTH,SAND,11/11/2013,SNO,SAND,665,1.933333333
SOUTH,SNPL,11/11/2013,SNO,SNPL,375,1.933333333
SOUTH,WEGU,11/11/2013,SNO,Gull,4,1.933333333
SOUTH,SAND,11/11/2013,SSO,SAND,60,0.194444444
SOUTH,SNPL,11/11/2013,SSO,SNPL,56,0.194444444
SOUTH,SAND,11/11/2013,WAL,SAND,100,2.615384615
SOUTH,SNPL,11/11/2013,WAL,SNPL,42,2.615384615
NORTH,SAND,11/13/2017,MIN,SAND,95,1.666666667
NORTH,SNPL,11/13/2017,MIN,SNPL,14,1.666666667
PURISIMA,SAND,11/13/2017,PNO,SAND,5,2
PURISIMA,SNPL,11/13/2017,PNO,SNPL,1,2
PURISIMA,WEGU,11/13/2017,PNO,Gull,2,2
NORTH,CAGU,11/13/2017,SAN,Gull,25,1.575
NORTH,SAND,11/13/2017,SAN,SAND,158,1.575
NORTH,SNPL,11/13/2017,SAN,SNPL,33,1.575
NORTH,WEGU,11/13/2017,SAN,Gull,26,1.575
NORTH,CAGU,11/13/2017,SHN,Gull,12,1.846153846
NORTH,HEEG,11/13/2017,SHN,Gull,10,1.846153846
NORTH,SAND,11/13/2017,SHN,SAND,125,1.846153846
NORTH,SNPL,11/13/2017,SHN,SNPL,14,1.846153846
NORTH,WEGU,11/13/2017,SHN,Gull,10,1.846153846
NORTH,SAND,11/13/2017,SHS,SAND,97,1.5
NORTH,SNPL,11/13/2017,SHS,SNPL,1,1.5
NORTH,WEGU,11/13/2017,SHS,Gull,1,1.5
SOUTH,SAND,11/13/2017,SNO,SAND,64,1.466666667
SOUTH,SNPL,11/13/2017,SNO,SNPL,54,1.466666667
SOUTH,CAGU,11/13/2017,SSO,Gull,1,0.75
SOUTH,SAND,11/13/2017,SSO,SAND,220,0.75
SOUTH,SNPL,11/13/2017,SSO,SNPL,10,0.75
SOUTH,WEGU,11/13/2017,SSO,Gull,4,0.75
SOUTH,CAGU,11/13/2017,WAL,Gull,40,1.576923077
SOUTH,SAND,11/13/2017,WAL,SAND,18,1.576923077
SOUTH,SNPL,11/13/2017,WAL,SNPL,29,1.576923077
NORTH,CAGU,11/16/2015,MIN,Gull,2,1
NORTH,HEEG,11/16/2015,MIN,Gull,44,1
NORTH,SAND,11/16/2015,MIN,SAND,220,1
NORTH,SNPL,11/16/2015,MIN,SNPL,25,1
NORTH,WEGU,11/16/2015,MIN,Gull,1,1
PURISIMA,SAND,11/16/2015,PNO,SAND,53,0.5
PURISIMA,SNPL,11/16/2015,PNO,SNPL,15,0.5
NORTH,CAGU,11/16/2015,SAN,Gull,2,0.25
NORTH,SAND,11/16/2015,SAN,SAND,57,0.25
NORTH,SNPL,11/16/2015,SAN,SNPL,47,0.25
NORTH,WEGU,11/16/2015,SAN,Gull,18,0.25
NORTH,HEEG,11/16/2015,SHN,Gull,1,0.384615385
NORTH,SAND,11/16/2015,SHN,SAND,64,0.384615385
NORTH,SNPL,11/16/2015,SHN,SNPL,20,0.384615385
NORTH,WEGU,11/16/2015,SHN,Gull,1,0.384615385
NORTH,SAND,11/16/2015,SHS,SAND,77,0
NORTH,SNPL,11/16/2015,SHS,SNPL,24,0
NORTH,WEGU,11/16/2015,SHS,Gull,1,0
SOUTH,SAND,11/16/2015,SNO,SAND,27,1.066666667
SOUTH,SNPL,11/16/2015,SNO,SNPL,38,1.066666667
SOUTH,SAND,11/16/2015,SSO,SAND,121,0.805555556
SOUTH,SNPL,11/16/2015,SSO,SNPL,43,0.805555556
SOUTH,WEGU,11/16/2015,SSO,Gull,1,0.805555556
SOUTH,SAND,11/16/2015,WAL,SAND,42,0.961538462
SOUTH,SNPL,11/16/2015,WAL,SNPL,21,0.961538462
SOUTH,WEGU,11/16/2015,WAL,Gull,1,0.961538462
NORTH,CAGU,11/24/2014,MIN,Gull,5,1.916666667
NORTH,HEEG,11/24/2014,MIN,Gull,210,1.916666667
NORTH,SNPL,11/24/2014,MIN,SNPL,7,1.916666667
NORTH,WEGU,11/24/2014,MIN,Gull,3,1.916666667
PURISIMA,SAND,11/24/2014,PNO,SAND,80,3
PURISIMA,SNPL,11/24/2014,PNO,SNPL,7,3
NORTH,CAGU,11/24/2014,SAN,Gull,151,1.333333333
NORTH,HEEG,11/24/2014,SAN,Gull,89,1.333333333
NORTH,HERG,11/24/2014,SAN,NA,4,1.333333333
NORTH,SAND,11/24/2014,SAN,SAND,330,1.333333333
NORTH,SNPL,11/24/2014,SAN,SNPL,26,1.333333333
NORTH,WEGU,11/24/2014,SAN,Gull,11,1.333333333
NORTH,CAGU,11/24/2014,SHN,Gull,46,1.807692308
NORTH,gull,11/24/2014,SHN,Gull,5,1.807692308
NORTH,HEEG,11/24/2014,SHN,Gull,735,1.807692308
NORTH,SAND,11/24/2014,SHN,SAND,1500,1.807692308
NORTH,SNPL,11/24/2014,SHN,SNPL,1,1.807692308
NORTH,WEGU,11/24/2014,SHN,Gull,10,1.807692308
NORTH,CAGU,11/24/2014,SHS,Gull,18,1.55
NORTH,SAND,11/24/2014,SHS,SAND,1901,1.55
NORTH,SNPL,11/24/2014,SHS,SNPL,48,1.55
SOUTH,SAND,11/24/2014,SNO,SAND,7,2.2
SOUTH,SNPL,11/24/2014,SNO,SNPL,70,2.2
SOUTH,SAND,11/24/2014,SSO,SAND,120,1.944444444
SOUTH,SNPL,11/24/2014,SSO,SNPL,44,1.944444444
SOUTH,SAND,11/24/2014,WAL,SAND,63,2.153846154
SOUTH,SNPL,11/24/2014,WAL,SNPL,42,2.153846154
SOUTH,WEGU,11/24/2014,WAL,Gull,1,2.153846154
NORTH,SNPL,11/28/2016,MIN,SNPL,7,0.75
NORTH,WEGU,11/28/2016,MIN,Gull,1,0.75
PURISIMA,SAND,11/28/2016,PNO,SAND,15,1
NORTH,SAND,11/28/2016,SAN,SAND,81,1
NORTH,SNPL,11/28/2016,SAN,SNPL,19,1
NORTH,WEGU,11/28/2016,SAN,Gull,8,1
NORTH,SAND,11/28/2016,SHN,SAND,131,0.769230769
NORTH,SNPL,11/28/2016,SHN,SNPL,2,0.769230769
NORTH,SAND,11/28/2016,SHS,SAND,75,0.45
NORTH,SNPL,11/28/2016,SHS,SNPL,15,0.45
SOUTH,SAND,11/28/2016,SNO,SAND,355,0.933333333
SOUTH,SNPL,11/28/2016,SNO,SNPL,48,0.933333333
SOUTH,SNPL,11/28/2016,SSO,SNPL,22,1.277777778
SOUTH,SNPL,11/28/2016,WAL,SNPL,20,1.192307692
NORTH,SAND,12/14/2015,MIN,SAND,3,0.833333333
NORTH,SNPL,12/14/2015,MIN,SNPL,13,0.833333333
NORTH,WEGU,12/14/2015,MIN,Gull,1,0.833333333
PURISIMA,SAND,12/14/2015,PNO,SAND,8,0.666666667
PURISIMA,SNPL,12/14/2015,PNO,SNPL,4,0.666666667
NORTH,CAGU,12/14/2015,SAN,Gull,7,1.6
NORTH,HERG,12/14/2015,SAN,NA,1,1.6
NORTH,SAND,12/14/2015,SAN,SAND,54,1.6
NORTH,SNPL,12/14/2015,SAN,SNPL,53,1.6
NORTH,WEGU,12/14/2015,SAN,Gull,12,1.6
NORTH,SAND,12/14/2015,SHN,SAND,21,1.5
NORTH,SNPL,12/14/2015,SHN,SNPL,20,1.5
NORTH,SAND,12/14/2015,SHS,SAND,22,1.55
NORTH,SNPL,12/14/2015,SHS,SNPL,19,1.55
SOUTH,SAND,12/14/2015,SNO,SAND,11,1
SOUTH,SNPL,12/14/2015,SNO,SNPL,26,1
SOUTH,SAND,12/14/2015,SSO,SAND,142,1.222222222
SOUTH,SNPL,12/14/2015,SSO,SNPL,26,1.222222222
SOUTH,CAGU,12/14/2015,WAL,Gull,70,1.461538462
SOUTH,SAND,12/14/2015,WAL,SAND,37,1.461538462
SOUTH,SNPL,12/14/2015,WAL,SNPL,26,1.461538462
SOUTH,WEGU,12/14/2015,WAL,Gull,11,1.461538462
SOUTH,SAND,12/15/2014,SNO,SAND,1,1.133333333
SOUTH,SNPL,12/15/2014,SNO,SNPL,89,1.133333333
SOUTH,SNPL,12/15/2014,SSO,SNPL,54,0.75
SOUTH,WEGU,12/15/2014,SSO,Gull,1,0.75
SOUTH,CAGU,12/15/2014,WAL,Gull,60,1.769230769
SOUTH,SNPL,12/15/2014,WAL,SNPL,3,1.769230769
SOUTH,WEGU,12/15/2014,WAL,Gull,40,1.769230769
NORTH,CAGU,12/18/2017,MIN,Gull,1,1.166666667
NORTH,SAND,12/18/2017,MIN,SAND,29,1.166666667
NORTH,SNPL,12/18/2017,MIN,SNPL,22,1.166666667
NORTH,WEGU,12/18/2017,MIN,Gull,1,1.166666667
PURISIMA,SAND,12/18/2017,PNO,SAND,4,0.75
NORTH,CAGU,12/18/2017,SAN,Gull,1,0.3
NORTH,SAND,12/18/2017,SAN,SAND,50,0.3
NORTH,SNPL,12/18/2017,SAN,SNPL,37,0.3
NORTH,WEGU,12/18/2017,SAN,Gull,9,0.3
NORTH,SAND,12/18/2017,SHN,SAND,53,0.884615385
NORTH,SNPL,12/18/2017,SHN,SNPL,22,0.884615385
NORTH,SAND,12/18/2017,SHS,SAND,54,0.65
NORTH,SNPL,12/18/2017,SHS,SNPL,13,0.65
SOUTH,SAND,12/18/2017,SNO,SAND,31,0.533333333
SOUTH,SNPL,12/18/2017,SNO,SNPL,32,0.533333333
SOUTH,SAND,12/18/2017,SSO,SAND,119,0.888888889
SOUTH,SNPL,12/18/2017,SSO,SNPL,24,0.888888889
SOUTH,CAGU,12/18/2017,WAL,Gull,80,1
SOUTH,MEGU,12/18/2017,WAL,NA,10,1
SOUTH,SAND,12/18/2017,WAL,SAND,16,1
SOUTH,SNPL,12/18/2017,WAL,SNPL,24,1
NORTH,CAGU,12/22/2014,MIN,Gull,10,1
NORTH,HEEG,12/22/2014,MIN,Gull,121,1
NORTH,WEGU,12/22/2014,MIN,Gull,5,1
PURISIMA,SAND,12/22/2014,PNO,SAND,28,1.166666667
PURISIMA,SNPL,12/22/2014,PNO,SNPL,12,1.166666667
PURISIMA,WEGU,12/22/2014,PNO,Gull,1,1.166666667
NORTH,CAGU,12/22/2014,SAN,Gull,15,0.725
NORTH,GWGU,12/22/2014,SAN,NA,1,0.725
NORTH,HEEG,12/22/2014,SAN,Gull,68,0.725
NORTH,SAND,12/22/2014,SAN,SAND,12,0.725
NORTH,SNPL,12/22/2014,SAN,SNPL,2,0.725
NORTH,WEGU,12/22/2014,SAN,Gull,23,0.725
NORTH,CAGU,12/22/2014,SHN,Gull,8,1.538461538
NORTH,HEEG,12/22/2014,SHN,Gull,238,1.538461538
NORTH,SAND,12/22/2014,SHN,SAND,1800,1.538461538
NORTH,WEGU,12/22/2014,SHN,Gull,13,1.538461538
NORTH,SAND,12/22/2014,SHS,SAND,1000,1.05
NORTH,SNPL,12/22/2014,SHS,SNPL,10,1.05
NORTH,SAND,12/26/2016,MIN,SAND,80,0.25
NORTH,WEGU,12/26/2016,MIN,Gull,7,0.25
PURISIMA,SAND,12/26/2016,PNO,SAND,5,0.5
PURISIMA,SNPL,12/26/2016,PNO,SNPL,6,0.5
NORTH,CAGU,12/26/2016,SAN,Gull,1,0.3
NORTH,SAND,12/26/2016,SAN,SAND,10,0.3
NORTH,SNPL,12/26/2016,SAN,SNPL,10,0.3
NORTH,SAND,12/26/2016,SHN,SAND,174,0.307692308
NORTH,SNPL,12/26/2016,SHN,SNPL,22,0.307692308
NORTH,SAND,12/26/2016,SHS,SAND,81,0.05
NORTH,SNPL,12/26/2016,SHS,SNPL,14,0.05
NORTH,WEGU,12/26/2016,SHS,Gull,1,0.05
SOUTH,SAND,12/26/2016,SNO,SAND,50,0.7
SOUTH,SNPL,12/26/2016,SNO,SNPL,46,0.7
SOUTH,WEGU,12/26/2016,SNO,Gull,2,0.7
SOUTH,SAND,12/26/2016,SSO,SAND,343,0.722222222
SOUTH,SNPL,12/26/2016,SSO,SNPL,29,0.722222222
SOUTH,WEGU,12/26/2016,SSO,Gull,1,0.722222222
SOUTH,SAND,12/26/2016,WAL,SAND,69,1.423076923
SOUTH,SNPL,12/26/2016,WAL,SNPL,28,1.423076923
SOUTH,WEGU,12/26/2016,WAL,Gull,1,1.423076923
NORTH,CAGU,12/9/2013,MIN,Gull,15,2
NORTH,HEEG,12/9/2013,MIN,Gull,311,2
NORTH,WEGU,12/9/2013,MIN,Gull,10,2
NORTH,SNPL,12/9/2013,SAN,SNPL,36,1.825
NORTH,WEGU,12/9/2013,SAN,Gull,3,1.825
NORTH,CAGU,12/9/2013,SHN,Gull,78,2
NORTH,HEEG,12/9/2013,SHN,Gull,294,2
NORTH,SNPL,12/9/2013,SHN,SNPL,55,2
NORTH,WEGU,12/9/2013,SHN,Gull,98,2
NORTH,CAGU,12/9/2013,SHS,Gull,18,1.85
NORTH,HEEG,12/9/2013,SHS,Gull,13,1.85
NORTH,SNPL,12/9/2013,SHS,SNPL,4,1.85
NORTH,WEGU,12/9/2013,SHS,Gull,14,1.85
SOUTH,SAND,12/9/2013,SNO,SAND,176,0.466666667
SOUTH,SNPL,12/9/2013,SNO,SNPL,66,0.466666667
SOUTH,WEGU,12/9/2013,SNO,Gull,4,0.466666667
SOUTH,CAGU,12/9/2013,SSO,Gull,1,0.833333333
SOUTH,SAND,12/9/2013,SSO,SAND,80,0.833333333
SOUTH,SNPL,12/9/2013,SSO,SNPL,85,0.833333333
SOUTH,WEGU,12/9/2013,SSO,Gull,1,0.833333333
SOUTH,CAGU,12/9/2013,WAL,Gull,150,1.153846154
SOUTH,HEEG,12/9/2013,WAL,Gull,6,1.153846154
SOUTH,SAND,12/9/2013,WAL,SAND,28,1.153846154
SOUTH,SNPL,12/9/2013,WAL,SNPL,54,1.153846154
