survey_week,transect_block,y_proj,x_proj,species,count,Latitude,Longitude
4/29/2013,MINOPEN,3860002,718408,SEPL,1,34.85892414,-120.6108668
4/29/2013,MINOPEN,3860002,718408,WEGU,3,34.85892414,-120.6108668
5/20/2013,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
6/10/2013,MINOPEN,3860002,718408,CAGU,1,34.85892414,-120.6108668
7/29/2013,MINOPEN,3860002,718408,HEEG,10,34.85892414,-120.6108668
7/29/2013,MINOPEN,3860002,718408,WHIM,45,34.85892414,-120.6108668
8/12/2013,MINOPEN,3860002,718408,HEEG,20,34.85892414,-120.6108668
8/26/2013,MINOPEN,3860002,718408,HEEG,3,34.85892414,-120.6108668
9/2/2013,MINOPEN,3860002,718408,CAGU,5,34.85892414,-120.6108668
9/2/2013,MINOPEN,3860002,718408,gull,7,34.85892414,-120.6108668
9/2/2013,MINOPEN,3860002,718408,HEEG,244,34.85892414,-120.6108668
9/2/2013,MINOPEN,3860002,718408,RBGU,2,34.85892414,-120.6108668
9/2/2013,MINOPEN,3860002,718408,WEGU,34,34.85892414,-120.6108668
9/9/2013,MINOPEN,3860002,718408,HEEG,90,34.85892414,-120.6108668
9/9/2013,MINOPEN,3860002,718408,WEGU,10,34.85892414,-120.6108668
9/23/2013,MINOPEN,3860002,718408,HEEG,20,34.85892414,-120.6108668
10/21/2013,MINOPEN,3860002,718408,HEEG,100,34.85892414,-120.6108668
11/11/2013,MINOPEN,3860002,718408,WEGU,5,34.85892414,-120.6108668
12/9/2013,MINOPEN,3860002,718408,CAGU,3,34.85892414,-120.6108668
12/9/2013,MINOPEN,3860002,718408,HEEG,58,34.85892414,-120.6108668
12/9/2013,MINOPEN,3860002,718408,WEGU,8,34.85892414,-120.6108668
1/20/2014,MINOPEN,3860002,718408,CAGU,50,34.85892414,-120.6108668
1/20/2014,MINOPEN,3860002,718408,HEEG,10,34.85892414,-120.6108668
1/20/2014,MINOPEN,3860002,718408,LBCU,2,34.85892414,-120.6108668
1/20/2014,MINOPEN,3860002,718408,WEGU,50,34.85892414,-120.6108668
1/20/2014,MINOPEN,3860002,718408,WHIM,2,34.85892414,-120.6108668
2/10/2014,MINOPEN,3860002,718408,CAGU,23,34.85892414,-120.6108668
2/10/2014,MINOPEN,3860002,718408,HEEG,1,34.85892414,-120.6108668
2/10/2014,MINOPEN,3860002,718408,HERG,1,34.85892414,-120.6108668
2/10/2014,MINOPEN,3860002,718408,LBCU,1,34.85892414,-120.6108668
3/3/2014,MINOPEN,3860002,718408,WEGU,2,34.85892414,-120.6108668
5/12/2014,MINOPEN,3860002,718408,CAGU,10,34.85892414,-120.6108668
5/12/2014,MINOPEN,3860002,718408,WEGU,8,34.85892414,-120.6108668
5/19/2014,MINOPEN,3860002,718408,CAGU,6,34.85892414,-120.6108668
5/26/2014,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
6/2/2014,MINOPEN,3860002,718408,CAGU,15,34.85892414,-120.6108668
6/2/2014,MINOPEN,3860002,718408,HEEG,3,34.85892414,-120.6108668
6/2/2014,MINOPEN,3860002,718408,WEGU,2,34.85892414,-120.6108668
6/9/2014,MINOPEN,3860002,718408,CAGU,8,34.85892414,-120.6108668
6/16/2014,MINOPEN,3860002,718408,CAGU,7,34.85892414,-120.6108668
6/16/2014,MINOPEN,3860002,718408,HEEG,55,34.85892414,-120.6108668
6/23/2014,MINOPEN,3860002,718408,CAGU,3,34.85892414,-120.6108668
6/23/2014,MINOPEN,3860002,718408,HEEG,49,34.85892414,-120.6108668
8/18/2014,MINOPEN,3860002,718408,CAGU,2,34.85892414,-120.6108668
8/18/2014,MINOPEN,3860002,718408,ELTE,2,34.85892414,-120.6108668
8/18/2014,MINOPEN,3860002,718408,HEEG,70,34.85892414,-120.6108668
8/18/2014,MINOPEN,3860002,718408,WEGU,2,34.85892414,-120.6108668
9/1/2014,MINOPEN,3860002,718408,HEEG,30,34.85892414,-120.6108668
9/1/2014,MINOPEN,3860002,718408,LBCU,2,34.85892414,-120.6108668
9/1/2014,MINOPEN,3860002,718408,MAGO,1,34.85892414,-120.6108668
9/1/2014,MINOPEN,3860002,718408,WEGU,6,34.85892414,-120.6108668
9/15/2014,MINOPEN,3860002,718408,CAGU,3,34.85892414,-120.6108668
9/15/2014,MINOPEN,3860002,718408,HEEG,50,34.85892414,-120.6108668
9/15/2014,MINOPEN,3860002,718408,SAND,100,34.85892414,-120.6108668
9/15/2014,MINOPEN,3860002,718408,WEGU,10,34.85892414,-120.6108668
10/20/2014,MINOPEN,3860002,718408,HEEG,30,34.85892414,-120.6108668
10/20/2014,MINOPEN,3860002,718408,LBCU,7,34.85892414,-120.6108668
11/24/2014,MINOPEN,3860002,718408,HEEG,10,34.85892414,-120.6108668
11/24/2014,MINOPEN,3860002,718408,WESA,1,34.85892414,-120.6108668
1/19/2015,MINOPEN,3860002,718408,SPSA,2,34.85892414,-120.6108668
4/13/2015,MINOPEN,3860002,718408,BBPL,5,34.85892414,-120.6108668
4/13/2015,MINOPEN,3860002,718408,SURF,20,34.85892414,-120.6108668
4/20/2015,MINOPEN,3860002,718408,SURF,75,34.85892414,-120.6108668
4/27/2015,MINOPEN,3860002,718408,WHIM,5,34.85892414,-120.6108668
5/25/2015,MINOPEN,3860002,718408,CAGU,30,34.85892414,-120.6108668
6/1/2015,MINOPEN,3860002,718408,CAGU,29,34.85892414,-120.6108668
6/1/2015,MINOPEN,3860002,718408,WEGU,4,34.85892414,-120.6108668
8/17/2015,MINOPEN,3860002,718408,LBCU,2,34.85892414,-120.6108668
8/17/2015,MINOPEN,3860002,718408,WEGU,3,34.85892414,-120.6108668
8/31/2015,MINOPEN,3860002,718408,CAGU,3,34.85892414,-120.6108668
8/31/2015,MINOPEN,3860002,718408,ELTE,40,34.85892414,-120.6108668
8/31/2015,MINOPEN,3860002,718408,HEEG,200,34.85892414,-120.6108668
8/31/2015,MINOPEN,3860002,718408,ROTE,40,34.85892414,-120.6108668
8/31/2015,MINOPEN,3860002,718408,WEGU,5,34.85892414,-120.6108668
8/31/2015,MINOPEN,3860002,718408,WILL,1,34.85892414,-120.6108668
9/14/2015,MINOPEN,3860002,718408,CAGU,10,34.85892414,-120.6108668
9/14/2015,MINOPEN,3860002,718408,HEEG,50,34.85892414,-120.6108668
9/14/2015,MINOPEN,3860002,718408,LBCU,8,34.85892414,-120.6108668
9/14/2015,MINOPEN,3860002,718408,ROTE,8,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,BBPL,10,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,ELTE,30,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,HEEG,45,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,LBCU,3,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,MAGO,3,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,ROTE,5,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,SAND,100,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,WEGU,3,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,WHIM,1,34.85892414,-120.6108668
11/16/2015,MINOPEN,3860002,718408,CAGU,2,34.85892414,-120.6108668
11/16/2015,MINOPEN,3860002,718408,LBCU,3,34.85892414,-120.6108668
11/16/2015,MINOPEN,3860002,718408,SAND,40,34.85892414,-120.6108668
12/14/2015,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
1/18/2016,MINOPEN,3860002,718408,SAND,12,34.85892414,-120.6108668
2/15/2016,MINOPEN,3860002,718408,SAND,6,34.85892414,-120.6108668
4/4/2016,MINOPEN,3860002,718408,SEPL,5,34.85892414,-120.6108668
5/2/2016,MINOPEN,3860002,718408,CAGU,1,34.85892414,-120.6108668
5/2/2016,MINOPEN,3860002,718408,SAND,320,34.85892414,-120.6108668
5/2/2016,MINOPEN,3860002,718408,WHIM,2,34.85892414,-120.6108668
7/4/2016,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
8/1/2016,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
8/15/2016,MINOPEN,3860002,718408,ELTE,120,34.85892414,-120.6108668
8/15/2016,MINOPEN,3860002,718408,HEEG,5,34.85892414,-120.6108668
8/15/2016,MINOPEN,3860002,718408,MAGO,16,34.85892414,-120.6108668
8/15/2016,MINOPEN,3860002,718408,ROTE,20,34.85892414,-120.6108668
8/15/2016,MINOPEN,3860002,718408,WEGU,12,34.85892414,-120.6108668
8/29/2016,MINOPEN,3860002,718408,HEEG,1,34.85892414,-120.6108668
8/29/2016,MINOPEN,3860002,718408,LBCU,2,34.85892414,-120.6108668
8/29/2016,MINOPEN,3860002,718408,WEGU,6,34.85892414,-120.6108668
8/29/2016,MINOPEN,3860002,718408,WILL,2,34.85892414,-120.6108668
9/12/2016,MINOPEN,3860002,718408,LBCU,1,34.85892414,-120.6108668
11/28/2016,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
3/13/2017,MINOPEN,3860002,718408,SAND,6,34.85892414,-120.6108668
5/8/2017,MINOPEN,3860002,718408,WHIM,21,34.85892414,-120.6108668
5/22/2017,MINOPEN,3860002,718408,CAGU,2,34.85892414,-120.6108668
6/5/2017,MINOPEN,3860002,718408,CAGU,25,34.85892414,-120.6108668
6/5/2017,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
6/19/2017,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,CAGU,30,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,CATE,2,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,HEEG,45,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,LBCU,6,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,MAGO,1,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,WEGU,10,34.85892414,-120.6108668
8/14/2017,MINOPEN,3860002,718408,WHIM,1,34.85892414,-120.6108668
8/28/2017,MINOPEN,3860002,718408,HEEG,16,34.85892414,-120.6108668
8/28/2017,MINOPEN,3860002,718408,LBCU,1,34.85892414,-120.6108668
8/28/2017,MINOPEN,3860002,718408,MAGO,17,34.85892414,-120.6108668
9/11/2017,MINOPEN,3860002,718408,CAGU,75,34.85892414,-120.6108668
9/11/2017,MINOPEN,3860002,718408,HEEG,150,34.85892414,-120.6108668
9/11/2017,MINOPEN,3860002,718408,WEGU,70,34.85892414,-120.6108668
9/25/2017,MINOPEN,3860002,718408,SAND,15,34.85892414,-120.6108668
10/9/2017,MINOPEN,3860002,718408,BBPL,10,34.85892414,-120.6108668
10/9/2017,MINOPEN,3860002,718408,SAND,20,34.85892414,-120.6108668
11/13/2017,MINOPEN,3860002,718408,BBPL,3,34.85892414,-120.6108668
11/13/2017,MINOPEN,3860002,718408,SAND,30,34.85892414,-120.6108668
11/13/2017,MINOPEN,3860002,718408,SPSA,2,34.85892414,-120.6108668
12/18/2017,MINOPEN,3860002,718408,BBPL,2,34.85892414,-120.6108668
12/18/2017,MINOPEN,3860002,718408,SAND,6,34.85892414,-120.6108668
12/18/2017,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
4/23/2018,MINOPEN,3860002,718408,SAND,10,34.85892414,-120.6108668
4/23/2018,MINOPEN,3860002,718408,SEPL,10,34.85892414,-120.6108668
7/2/2018,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
7/16/2018,MINOPEN,3860002,718408,CAGU,2,34.85892414,-120.6108668
7/16/2018,MINOPEN,3860002,718408,MAGO,2,34.85892414,-120.6108668
7/16/2018,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
7/16/2018,MINOPEN,3860002,718408,WHIM,30,34.85892414,-120.6108668
8/13/2018,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
8/27/2018,MINOPEN,3860002,718408,CAGU,10,34.85892414,-120.6108668
8/27/2018,MINOPEN,3860002,718408,HEEG,15,34.85892414,-120.6108668
8/27/2018,MINOPEN,3860002,718408,LBCU,7,34.85892414,-120.6108668
8/27/2018,MINOPEN,3860002,718408,MAGO,5,34.85892414,-120.6108668
8/27/2018,MINOPEN,3860002,718408,ROTE,26,34.85892414,-120.6108668
8/27/2018,MINOPEN,3860002,718408,WEGU,10,34.85892414,-120.6108668
9/10/2018,MINOPEN,3860002,718408,CAGU,8,34.85892414,-120.6108668
9/10/2018,MINOPEN,3860002,718408,ELTE,6,34.85892414,-120.6108668
9/10/2018,MINOPEN,3860002,718408,HEEG,23,34.85892414,-120.6108668
9/10/2018,MINOPEN,3860002,718408,ROTE,5,34.85892414,-120.6108668
9/10/2018,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
9/24/2018,MINOPEN,3860002,718408,SAND,10,34.85892414,-120.6108668
9/24/2018,MINOPEN,3860002,718408,SAND,10,34.85892414,-120.6108668
9/24/2018,MINOPEN,3860002,718408,WEGU,2,34.85892414,-120.6108668
9/24/2018,MINOPEN,3860002,718408,WEGU,2,34.85892414,-120.6108668
11/12/2018,MINOPEN,3860002,718408,SAND,4,34.85892414,-120.6108668
11/12/2018,MINOPEN,3860002,718408,WEGU,1,34.85892414,-120.6108668
12/10/2018,MINOPEN,3860002,718408,LBCU,22,34.85892414,-120.6108668
12/10/2018,MINOPEN,3860002,718408,SAND,2,34.85892414,-120.6108668
1/28/2019,MINOPEN,3860002,718408,SAND,15,34.85892414,-120.6108668
10/19/2015,MINOPEN,3860002,718408,SNPL,5,34.85892414,-120.6108668
11/16/2015,MINOPEN,3860002,718408,SNPL,9,34.85892414,-120.6108668
11/28/2016,MINOPEN,3860002,718408,SNPL,7,34.85892414,-120.6108668
12/18/2017,MINOPEN,3860002,718408,SNPL,1,34.85892414,-120.6108668
11/12/2018,MINOPEN,3860002,718408,SNPL,5,34.85892414,-120.6108668
9/19/2011,MINOPEN,3860002,718408,SNPL,4,34.85892414,-120.6108668
9/26/2011,MINOPEN,3860002,718408,SNPL,1,34.85892414,-120.6108668
1/16/2012,MINOPEN,3860002,718408,SNPL,7,34.85892414,-120.6108668
3/26/2012,MINOPEN,3860002,718408,SNPL,3,34.85892414,-120.6108668
4/16/2012,MINOPEN,3860002,718408,SNPL,2,34.85892414,-120.6108668
4/23/2012,MINOPEN,3860002,718408,SNPL,3,34.85892414,-120.6108668
4/23/2012,MINOPEN,3860002,718408,SNPL,3,34.85892414,-120.6108668
6/25/2012,MINOPEN,3860002,718408,SNPL,1,34.85892414,-120.6108668
4/14/2014,MINOPEN,3860002,718408,SNPL,2,34.85892414,-120.6108668
5/12/2014,MINOPEN,3860002,718408,SNPL,1,34.85892414,-120.6108668
11/24/2014,MINOPEN,3860002,718408,SNPL,4,34.85892414,-120.6108668
1/19/2015,MINOPEN,3860002,718408,SNPL,24,34.85892414,-120.6108668
5/9/2011,MINBORDER,3859611,718496,gull,2,34.8553824,-120.6100069
6/6/2011,MINBORDER,3859611,718496,gull,7,34.8553824,-120.6100069
6/13/2011,MINBORDER,3859611,718496,CAGU,2,34.8553824,-120.6100069
6/13/2011,MINBORDER,3859611,718496,WEGU,2,34.8553824,-120.6100069
6/20/2011,MINBORDER,3859611,718496,gull,3,34.8553824,-120.6100069
6/27/2011,MINBORDER,3859611,718496,gull,3,34.8553824,-120.6100069
7/4/2011,MINBORDER,3859611,718496,gull,40,34.8553824,-120.6100069
7/4/2011,MINBORDER,3859611,718496,HEEG,160,34.8553824,-120.6100069
7/18/2011,MINBORDER,3859611,718496,gull,30,34.8553824,-120.6100069
7/18/2011,MINBORDER,3859611,718496,HEEG,120,34.8553824,-120.6100069
7/18/2011,MINBORDER,3859611,718496,WHIM,1,34.8553824,-120.6100069
7/25/2011,MINBORDER,3859611,718496,gull,5,34.8553824,-120.6100069
7/25/2011,MINBORDER,3859611,718496,HEEG,20,34.8553824,-120.6100069
8/1/2011,MINBORDER,3859611,718496,gull,10,34.8553824,-120.6100069
8/1/2011,MINBORDER,3859611,718496,HEEG,40,34.8553824,-120.6100069
8/1/2011,MINBORDER,3859611,718496,WHIM,1,34.8553824,-120.6100069
8/8/2011,MINBORDER,3859611,718496,HEEG,1,34.8553824,-120.6100069
8/15/2011,MINBORDER,3859611,718496,gull,50,34.8553824,-120.6100069
8/15/2011,MINBORDER,3859611,718496,HEEG,200,34.8553824,-120.6100069
8/15/2011,MINBORDER,3859611,718496,gull,20,34.8553824,-120.6100069
8/15/2011,MINBORDER,3859611,718496,HEEG,80,34.8553824,-120.6100069
8/22/2011,MINBORDER,3859611,718496,HEEG,100,34.8553824,-120.6100069
9/5/2011,MINBORDER,3859611,718496,gull,50,34.8553824,-120.6100069
9/12/2011,MINBORDER,3859611,718496,HEEG,100,34.8553824,-120.6100069
9/19/2011,MINBORDER,3859611,718496,gull,26,34.8553824,-120.6100069
9/19/2011,MINBORDER,3859611,718496,HEEG,104,34.8553824,-120.6100069
9/26/2011,MINBORDER,3859611,718496,gull,6,34.8553824,-120.6100069
9/26/2011,MINBORDER,3859611,718496,HEEG,24,34.8553824,-120.6100069
3/5/2012,MINBORDER,3859611,718496,CAGU,1,34.8553824,-120.6100069
3/5/2012,MINBORDER,3859611,718496,LBCU,2,34.8553824,-120.6100069
3/19/2012,MINBORDER,3859611,718496,gull,1,34.8553824,-120.6100069
3/26/2012,MINBORDER,3859611,718496,gull,2,34.8553824,-120.6100069
3/26/2012,MINBORDER,3859611,718496,peeps,10,34.8553824,-120.6100069
3/26/2012,MINBORDER,3859611,718496,SAND,600,34.8553824,-120.6100069
3/26/2012,MINBORDER,3859611,718496,WHIM,1,34.8553824,-120.6100069
4/2/2012,MINBORDER,3859611,718496,SAND,50,34.8553824,-120.6100069
4/30/2012,MINBORDER,3859611,718496,SEPL,1,34.8553824,-120.6100069
5/7/2012,MINBORDER,3859611,718496,SAND,200,34.8553824,-120.6100069
5/21/2012,MINBORDER,3859611,718496,gull,4,34.8553824,-120.6100069
6/4/2012,MINBORDER,3859611,718496,gull,8,34.8553824,-120.6100069
6/18/2012,MINBORDER,3859611,718496,CAGU,2,34.8553824,-120.6100069
6/18/2012,MINBORDER,3859611,718496,HEEG,10,34.8553824,-120.6100069
7/2/2012,MINBORDER,3859611,718496,HEEG,35,34.8553824,-120.6100069
7/9/2012,MINBORDER,3859611,718496,gull,15,34.8553824,-120.6100069
7/16/2012,MINBORDER,3859611,718496,gull,29,34.8553824,-120.6100069
7/23/2012,MINBORDER,3859611,718496,CAGU,1,34.8553824,-120.6100069
7/23/2012,MINBORDER,3859611,718496,HEEG,4,34.8553824,-120.6100069
8/6/2012,MINBORDER,3859611,718496,HEEG,4,34.8553824,-120.6100069
8/13/2012,MINBORDER,3859611,718496,CAGU,3,34.8553824,-120.6100069
8/13/2012,MINBORDER,3859611,718496,HEEG,85,34.8553824,-120.6100069
8/13/2012,MINBORDER,3859611,718496,WEGU,4,34.8553824,-120.6100069
8/13/2012,MINBORDER,3859611,718496,WHIM,2,34.8553824,-120.6100069
8/20/2012,MINBORDER,3859611,718496,CAGU,1,34.8553824,-120.6100069
8/20/2012,MINBORDER,3859611,718496,HEEG,25,34.8553824,-120.6100069
8/20/2012,MINBORDER,3859611,718496,WEGU,1,34.8553824,-120.6100069
8/27/2012,MINBORDER,3859611,718496,CAGU,2,34.8553824,-120.6100069
8/27/2012,MINBORDER,3859611,718496,HEEG,100,34.8553824,-120.6100069
8/27/2012,MINBORDER,3859611,718496,WEGU,1,34.8553824,-120.6100069
9/17/2012,MINBORDER,3859611,718496,CAGU,2,34.8553824,-120.6100069
9/17/2012,MINBORDER,3859611,718496,HEEG,200,34.8553824,-120.6100069
9/17/2012,MINBORDER,3859611,718496,LBCU,2,34.8553824,-120.6100069
9/17/2012,MINBORDER,3859611,718496,MAGO,9,34.8553824,-120.6100069
9/17/2012,MINBORDER,3859611,718496,WHIM,1,34.8553824,-120.6100069
4/1/2013,MINBORDER,3859611,718496,WHIM,1,34.8553824,-120.6100069
5/20/2013,MINBORDER,3859611,718496,WEGU,1,34.8553824,-120.6100069
7/22/2013,MINBORDER,3859611,718496,HEEG,85,34.8553824,-120.6100069
7/22/2013,MINBORDER,3859611,718496,SEPL,3,34.8553824,-120.6100069
7/22/2013,MINBORDER,3859611,718496,WEGU,20,34.8553824,-120.6100069
7/22/2013,MINBORDER,3859611,718496,WESA,45,34.8553824,-120.6100069
7/29/2013,MINBORDER,3859611,718496,CAGU,6,34.8553824,-120.6100069
7/29/2013,MINBORDER,3859611,718496,HEEG,150,34.8553824,-120.6100069
7/29/2013,MINBORDER,3859611,718496,WEGU,10,34.8553824,-120.6100069
7/29/2013,MINBORDER,3859611,718496,WHIM,3,34.8553824,-120.6100069
8/12/2013,MINBORDER,3859611,718496,HEEG,10,34.8553824,-120.6100069
8/19/2013,MINBORDER,3859611,718496,CAGU,3,34.8553824,-120.6100069
8/19/2013,MINBORDER,3859611,718496,HEEG,150,34.8553824,-120.6100069
8/19/2013,MINBORDER,3859611,718496,WILL,1,34.8553824,-120.6100069
8/26/2013,MINBORDER,3859611,718496,CAGU,80,34.8553824,-120.6100069
8/26/2013,MINBORDER,3859611,718496,HEEG,120,34.8553824,-120.6100069
8/26/2013,MINBORDER,3859611,718496,WHIM,1,34.8553824,-120.6100069
9/2/2013,MINBORDER,3859611,718496,HEEG,3,34.8553824,-120.6100069
9/2/2013,MINBORDER,3859611,718496,LBCU,1,34.8553824,-120.6100069
9/2/2013,MINBORDER,3859611,718496,WEGU,2,34.8553824,-120.6100069
9/9/2013,MINBORDER,3859611,718496,HEEG,25,34.8553824,-120.6100069
9/9/2013,MINBORDER,3859611,718496,LBCU,6,34.8553824,-120.6100069
10/21/2013,MINBORDER,3859611,718496,AMKE,1,34.8553824,-120.6100069
