survey_week,transect_block,y_proj,x_proj,species,count
6/13/2011,PIXIE,3857838,718485,WEGU,60
6/20/2011,BOAT,3851145,717049,gull,150
6/20/2011,NARROWS,3850988,717008,gull,6
6/20/2011,TEETER,3852589,717513,gull,50
6/20/2011,ENDCOVE,3836133,718015,gull,12
6/20/2011,TIP,3841507,719554,gull,190
6/20/2011,ALLIGATOR,3859179,718531,gull,20
6/20/2011,ANCHOR,3858840,718532,gull,30
6/20/2011,BOINGI,3858235,718523,gull,10
6/20/2011,BOTTLELOG,3854218,717859,gull,4
6/20/2011,CHEST,3859063,718542,gull,10
6/20/2011,CLUB,3857270,718400,gull,1
6/20/2011,HOOF,3857060,718358,gull,1
6/20/2011,MINBORDER,3859611,718496,gull,3
6/20/2011,MINOPEN,3860002,718408,gull,12
6/20/2011,MOLE,3854435,717887,gull,1
6/20/2011,NEEDLE,3858391,718537,gull,25
6/20/2011,PIXIE,3857838,718485,gull,5
6/20/2011,SHCREEK,3858576,718559,gull,15
6/20/2011,TOMBSTONE,3853154,717631,gull,100
6/20/2011,TUVU,3859327,718516,gull,10
6/20/2011,ALLIGATOR,3859179,718531,HEEG,80
6/20/2011,CHEST,3859063,718542,LBCU,4
6/20/2011,WALL OPEN,3843549,719601,WEGU,10
6/20/2011,MINOPEN,3860002,718408,WHIM,30
6/27/2011,BOJUM,3841017,719410,gull,2
6/27/2011,BUOY,3840890,719390,gull,30
6/27/2011,CANON,3842742,719708,gull,1
6/27/2011,LEG,3842340,719645,gull,1
6/27/2011,TIKI,3841635,719574,gull,60
6/27/2011,WALL OPEN,3843549,719601,gull,5
6/27/2011,WALLBORDER,3843076,719727,gull,3
6/27/2011,BOAT,3851145,717049,gull,30
6/27/2011,DEADBUG,3852719,717540,gull,30
6/27/2011,PICKUPSTIX,3851788,717252,gull,25
6/27/2011,STIX,3852211,717408,gull,30
6/27/2011,WISHBONE,3851637,717206,gull,15
6/27/2011,ALLIGATOR,3859179,718531,gull,6
6/27/2011,BOB,3856428,718233,gull,5
6/27/2011,BOINGI,3858235,718523,gull,16
6/27/2011,BOTTLEBUOY,3854682,717928,gull,5
6/27/2011,BOTTLELOG,3854218,717859,gull,5
6/27/2011,BUOYFARM,3855633,718084,gull,4
6/27/2011,CLUB,3857270,718400,gull,10
6/27/2011,HOOF,3857060,718358,gull,3
6/27/2011,L13BUOY,3853403,717662,gull,30
6/27/2011,MINBORDER,3859611,718496,gull,3
6/27/2011,MINIDUMP,3855178,718020,gull,3
6/27/2011,MINOPEN,3860002,718408,gull,5
6/27/2011,MOLE,3854435,717887,gull,8
6/27/2011,OJ,3854912,717972,gull,5
6/27/2011,PIXIE,3857838,718485,gull,14
6/27/2011,RAINBOWSPIN,3855802,718134,gull,5
6/27/2011,ROLLINGROCK,3856186,718202,gull,6
6/27/2011,RUPAUL,3855357,718047,gull,5
6/27/2011,SCAFFOLDING,3858038,718508,gull,4
6/27/2011,SHSSTART,3856007,718184,gull,6
6/27/2011,THIRSTY,3856625,718262,gull,4
6/27/2011,TIRE,3856840,718299,gull,14
6/27/2011,TRILOG,3853967,717804,gull,3
6/27/2011,TUVU,3859327,718516,gull,20
6/27/2011,ANCHOR,3858840,718532,HEEG,12
6/27/2011,BOTTLEBUOY,3854682,717928,HEEG,24
6/27/2011,BOTTLELOG,3854218,717859,HEEG,20
6/27/2011,BUOYFARM,3855633,718084,HEEG,16
6/27/2011,CHEST,3859063,718542,HEEG,6
6/27/2011,L13BUOY,3853403,717662,HEEG,120
6/27/2011,MINIDUMP,3855178,718020,HEEG,12
6/27/2011,MINOPEN,3860002,718408,HEEG,20
6/27/2011,MOLE,3854435,717887,HEEG,32
6/27/2011,NEEDLE,3858391,718537,HEEG,1
6/27/2011,PIXIE,3857838,718485,HEEG,56
6/27/2011,RAINBOWSPIN,3855802,718134,HEEG,20
6/27/2011,ROLLINGROCK,3856186,718202,HEEG,24
6/27/2011,RUPAUL,3855357,718047,HEEG,20
6/27/2011,SCAFFOLDING,3858038,718508,HEEG,14
6/27/2011,SHSEND,3853725,717760,HEEG,1
6/27/2011,SHSSTART,3856007,718184,HEEG,24
6/27/2011,THIRSTY,3856625,718262,HEEG,16
6/27/2011,TIRE,3856840,718299,HEEG,56
6/27/2011,TRILOG,3853967,717804,HEEG,12
6/27/2011,TUVU,3859327,718516,HEEG,80
6/27/2011,ALLIGATOR,3859179,718531,NOHA,1
6/27/2011,TUVU,3859327,718516,NOHA,2
6/27/2011,ARROWHEAD,3853514,717685,RBGU,1
6/27/2011,BOTTLEBUOY,3854682,717928,RBGU,1
6/27/2011,SEADRAGON,3857556,718440,RBGU,1
6/27/2011,CLUB,3857270,718400,RTHA,3
6/27/2011,NEEDLE,3858391,718537,RTHA,1
6/27/2011,CHEST,3859063,718542,WHIM,1
7/4/2011,BOAT,3851145,717049,gull,150
7/4/2011,NARROWS,3850988,717008,gull,35
7/4/2011,PAINT,3839628,719086,gull,30
7/4/2011,UTAH,3836881,718289,gull,6
7/4/2011,ALLIGATOR,3859179,718531,gull,2
7/4/2011,ANCHOR,3858840,718532,gull,2
7/4/2011,BOINGI,3858235,718523,gull,5
7/4/2011,BOTTLEBUOY,3854682,717928,gull,6
7/4/2011,BOTTLELOG,3854218,717859,gull,7
7/4/2011,BUOYFARM,3855633,718084,gull,3
7/4/2011,CLUB,3857270,718400,gull,6
7/4/2011,HOOF,3857060,718358,gull,35
7/4/2011,MINBORDER,3859611,718496,gull,40
7/4/2011,MINIDUMP,3855178,718020,gull,6
7/4/2011,MINOPEN,3860002,718408,gull,20
7/4/2011,MOLE,3854435,717887,gull,8
7/4/2011,NEEDLE,3858391,718537,gull,4
7/4/2011,NICEPERCH,3853294,717626,gull,40
7/4/2011,PILLOW,3857398,718416,gull,1
7/4/2011,RAINBOWSPIN,3855802,718134,gull,10
7/4/2011,RUPAUL,3855357,718047,gull,2
7/4/2011,SCAFFOLDING,3858038,718508,gull,8
7/4/2011,SEADRAGON,3857556,718440,gull,6
7/4/2011,SHCREEK,3858576,718559,gull,10
7/4/2011,SHSEND,3853725,717760,gull,8
7/4/2011,SHSSTART,3856007,718184,gull,8
7/4/2011,TOMBSTONE,3853154,717631,gull,2
7/4/2011,TRILOG,3853967,717804,gull,6
7/4/2011,TUVU,3859327,718516,gull,3
7/4/2011,4303BUOY,3837695,718544,HEEG,12
7/4/2011,CAMP,3837926,718608,HEEG,4
7/4/2011,DRIFTWOOD,3838915,718901,HEEG,12
7/4/2011,DROOP,3839144,718961,HEEG,30
7/4/2011,ELEPHANTSEAL,3838186,718662,HEEG,100
7/4/2011,ENDCOVE,3836133,718015,HEEG,30
7/4/2011,ICELAVA,3836738,718243,HEEG,20
7/4/2011,OBVIOUSLOG,3837828,718577,HEEG,10
7/4/2011,WITCH,3838088,718652,HEEG,3
7/4/2011,ALLIGATOR,3859179,718531,HEEG,10
7/4/2011,ANCHOR,3858840,718532,HEEG,8
7/4/2011,BOINGI,3858235,718523,HEEG,20
7/4/2011,BOTTLELOG,3854218,717859,HEEG,28
7/4/2011,BUOYFARM,3855633,718084,HEEG,12
7/4/2011,CHEST,3859063,718542,HEEG,2
7/4/2011,CLUB,3857270,718400,HEEG,24
7/4/2011,L13BUOY,3853403,717662,HEEG,3
7/4/2011,MINBORDER,3859611,718496,HEEG,160
7/4/2011,MINIDUMP,3855178,718020,HEEG,24
7/4/2011,MINOPEN,3860002,718408,HEEG,80
7/4/2011,MOLE,3854435,717887,HEEG,32
7/4/2011,NEEDLE,3858391,718537,HEEG,16
7/4/2011,NICEPERCH,3853294,717626,HEEG,160
7/4/2011,PILLOW,3857398,718416,HEEG,4
7/4/2011,RAINBOWSPIN,3855802,718134,HEEG,40
7/4/2011,RUPAUL,3855357,718047,HEEG,8
7/4/2011,SCAFFOLDING,3858038,718508,HEEG,52
7/4/2011,SEADRAGON,3857556,718440,HEEG,24
7/4/2011,SHCREEK,3858576,718559,HEEG,40
7/4/2011,SHSEND,3853725,717760,HEEG,32
7/4/2011,SHSSTART,3856007,718184,HEEG,32
7/4/2011,TIRE,3856840,718299,HEEG,1
7/4/2011,TOMBSTONE,3853154,717631,HEEG,4
7/4/2011,TRILOG,3853967,717804,HEEG,24
7/4/2011,TUVU,3859327,718516,HEEG,12
7/4/2011,TOMBSTONE,3853154,717631,NOHA,1
7/4/2011,ARROWHEAD,3853514,717685,RBGU,12
7/4/2011,TIRE,3856840,718299,RBGU,1
7/4/2011,CAMP,3837926,718608,WEGU,2
7/4/2011,DISC,3836454,718128,WEGU,3
7/4/2011,FINGER,3837396,718449,WEGU,1
7/4/2011,GRANDCANYON,3837280,718417,WEGU,12
7/4/2011,OBVIOUSLOG,3837828,718577,WEGU,2
7/4/2011,ROCKBLUE,3837587,718491,WEGU,2
7/11/2011,4303BUOY,3837695,718544,HEEG,24
7/11/2011,ENDCOVE,3836133,718015,HEEG,60
7/11/2011,COBBLE,3850478,716793,gull,90
7/11/2011,DEADBUG,3852719,717540,gull,30
7/11/2011,L13BUOY,3853403,717662,gull,150
7/11/2011,NICEPERCH,3853294,717626,gull,150
7/11/2011,SHSEND,3853725,717760,gull,170
7/11/2011,L13BUOY,3853403,717662,OSPR,1
7/18/2011,TREX,3853022,717614,CAGU,1
7/18/2011,TIKI,3841635,719574,CAGU,5
7/18/2011,BOAT,3851145,717049,gull,5
7/18/2011,GEEK,3852870,717582,gull,20
7/18/2011,NARROWS,3850988,717008,gull,60
7/18/2011,NICEPERCH,3853294,717626,gull,30
7/18/2011,SHSEND,3853725,717760,gull,100
7/18/2011,STIX,3852211,717408,gull,5
7/18/2011,TREX,3853022,717614,gull,16
7/18/2011,ALLIGATOR,3859179,718531,gull,12
7/18/2011,ANCHOR,3858840,718532,gull,8
7/18/2011,BOB,3856428,718233,gull,8
7/18/2011,BOINGI,3858235,718523,gull,15
7/18/2011,BOTTLEBUOY,3854682,717928,gull,3
7/18/2011,BOTTLELOG,3854218,717859,gull,6
7/18/2011,BUOYFARM,3855633,718084,gull,6
7/18/2011,CHEST,3859063,718542,gull,9
7/18/2011,CLUB,3857270,718400,gull,2
7/18/2011,HOOF,3857060,718358,gull,8
7/18/2011,MINBORDER,3859611,718496,gull,30
7/18/2011,MINIDUMP,3855178,718020,gull,5
7/18/2011,MINOPEN,3860002,718408,gull,11
7/18/2011,MOLE,3854435,717887,gull,8
7/18/2011,NEEDLE,3858391,718537,gull,4
7/18/2011,OJ,3854912,717972,gull,5
7/18/2011,PILLOW,3857398,718416,gull,3
7/18/2011,PIXIE,3857838,718485,gull,3
7/18/2011,RAINBOWSPIN,3855802,718134,gull,3
7/18/2011,ROLLINGROCK,3856186,718202,gull,4
7/18/2011,RUPAUL,3855357,718047,gull,4
7/18/2011,SCAFFOLDING,3858038,718508,gull,6
7/18/2011,SEADRAGON,3857556,718440,gull,9
7/18/2011,SHCREEK,3858576,718559,gull,2
7/18/2011,SHSSTART,3856007,718184,gull,7
7/18/2011,THIRSTY,3856625,718262,gull,10
7/18/2011,TRILOG,3853967,717804,gull,8
7/18/2011,TUVU,3859327,718516,gull,24
7/18/2011,GRANDCANYON,3837280,718417,HEEG,20
7/18/2011,OBVIOUSLOG,3837828,718577,HEEG,12
7/18/2011,TIP,3841507,719554,HEEG,80
7/18/2011,ALLIGATOR,3859179,718531,HEEG,48
7/18/2011,ANCHOR,3858840,718532,HEEG,32
7/18/2011,BOB,3856428,718233,HEEG,32
7/18/2011,BOINGI,3858235,718523,HEEG,60
7/18/2011,BOTTLEBUOY,3854682,717928,HEEG,12
7/18/2011,BOTTLELOG,3854218,717859,HEEG,24
7/18/2011,BUOYFARM,3855633,718084,HEEG,24
7/18/2011,CHEST,3859063,718542,HEEG,36
7/18/2011,CLUB,3857270,718400,HEEG,8
7/18/2011,HOOF,3857060,718358,HEEG,32
7/18/2011,MINBORDER,3859611,718496,HEEG,120
7/18/2011,MINIDUMP,3855178,718020,HEEG,20
7/18/2011,MINOPEN,3860002,718408,HEEG,44
7/18/2011,MOLE,3854435,717887,HEEG,32
7/18/2011,NEEDLE,3858391,718537,HEEG,16
7/18/2011,OJ,3854912,717972,HEEG,20
7/18/2011,PILLOW,3857398,718416,HEEG,12
7/18/2011,PIXIE,3857838,718485,HEEG,12
7/18/2011,RAINBOWSPIN,3855802,718134,HEEG,12
7/18/2011,ROLLINGROCK,3856186,718202,HEEG,16
7/18/2011,RUPAUL,3855357,718047,HEEG,16
7/18/2011,SCAFFOLDING,3858038,718508,HEEG,24
7/18/2011,SEADRAGON,3857556,718440,HEEG,36
7/18/2011,SHCREEK,3858576,718559,HEEG,10
7/18/2011,SHSSTART,3856007,718184,HEEG,28
7/18/2011,THIRSTY,3856625,718262,HEEG,40
7/18/2011,TRILOG,3853967,717804,HEEG,32
7/18/2011,TUVU,3859327,718516,HEEG,96
7/18/2011,HOOF,3857060,718358,NOHA,1
7/18/2011,SCAFFOLDING,3858038,718508,OSPR,1
7/18/2011,HOOF,3857060,718358,PEFA,1
7/18/2011,CLUB,3857270,718400,RTHA,1
7/18/2011,HOOF,3857060,718358,RTHA,1
7/18/2011,SEADRAGON,3857556,718440,RTHA,1
7/18/2011,TIP,3841507,719554,WEGU,20
7/18/2011,MINBORDER,3859611,718496,WHIM,1
7/18/2011,MINOPEN,3860002,718408,WILL,1
7/25/2011,COBBLE,3850478,716793,gull,1
7/25/2011,ALLIGATOR,3859179,718531,gull,4
7/25/2011,ANCHOR,3858840,718532,gull,40
7/25/2011,BOB,3856428,718233,gull,6
7/25/2011,BOINGI,3858235,718523,gull,6
7/25/2011,BOTTLEBUOY,3854682,717928,gull,2
7/25/2011,BOTTLELOG,3854218,717859,gull,20
7/25/2011,BUOYFARM,3855633,718084,gull,5
7/25/2011,CHEST,3859063,718542,gull,2
7/25/2011,CLUB,3857270,718400,gull,12
7/25/2011,HOOF,3857060,718358,gull,6
7/25/2011,MINBORDER,3859611,718496,gull,5
7/25/2011,MINIDUMP,3855178,718020,gull,3
7/25/2011,MINOPEN,3860002,718408,gull,15
7/25/2011,MOLE,3854435,717887,gull,8
7/25/2011,NEEDLE,3858391,718537,gull,6
7/25/2011,OJ,3854912,717972,gull,6
7/25/2011,PILLOW,3857398,718416,gull,12
7/25/2011,PIXIE,3857838,718485,gull,5
7/25/2011,RAINBOWSPIN,3855802,718134,gull,2
7/25/2011,ROLLINGROCK,3856186,718202,gull,2
7/25/2011,RUPAUL,3855357,718047,gull,2
7/25/2011,SCAFFOLDING,3858038,718508,gull,12
7/25/2011,SEADRAGON,3857556,718440,gull,8
7/25/2011,SHCREEK,3858576,718559,gull,20
7/25/2011,SHSSTART,3856007,718184,gull,4
7/25/2011,THIRSTY,3856625,718262,gull,13
7/25/2011,TRILOG,3853967,717804,gull,6
7/25/2011,TUVU,3859327,718516,gull,8
7/25/2011,BOAT,3851145,717049,HEEG,25
7/25/2011,GROSS,3851508,717163,HEEG,16
7/25/2011,NARROWS,3850988,717008,HEEG,63
7/25/2011,NICEPERCH,3853294,717626,HEEG,48
7/25/2011,SHSEND,3853725,717760,HEEG,14
7/25/2011,STIX,3852211,717408,HEEG,25
7/25/2011,TEETER,3852589,717513,HEEG,24
7/25/2011,TOMBSTONE,3853154,717631,HEEG,10
7/25/2011,TRASH,3851930,717290,HEEG,12
7/25/2011,TREX,3853022,717614,HEEG,10
7/25/2011,TURTLE,3851316,717091,HEEG,10
7/25/2011,ALLIGATOR,3859179,718531,HEEG,16
7/25/2011,ANCHOR,3858840,718532,HEEG,160
7/25/2011,BOB,3856428,718233,HEEG,24
7/25/2011,BOINGI,3858235,718523,HEEG,24
7/25/2011,BOTTLEBUOY,3854682,717928,HEEG,10
7/25/2011,BOTTLELOG,3854218,717859,HEEG,80
7/25/2011,BUOYFARM,3855633,718084,HEEG,20
7/25/2011,CHEST,3859063,718542,HEEG,8
7/25/2011,CLUB,3857270,718400,HEEG,48
7/25/2011,HOOF,3857060,718358,HEEG,24
7/25/2011,MINBORDER,3859611,718496,HEEG,20
7/25/2011,MINIDUMP,3855178,718020,HEEG,12
7/25/2011,MINOPEN,3860002,718408,HEEG,60
7/25/2011,MOLE,3854435,717887,HEEG,32
7/25/2011,NEEDLE,3858391,718537,HEEG,24
7/25/2011,OJ,3854912,717972,HEEG,24
7/25/2011,PILLOW,3857398,718416,HEEG,48
7/25/2011,PIXIE,3857838,718485,HEEG,20
7/25/2011,RAINBOWSPIN,3855802,718134,HEEG,4
7/25/2011,ROLLINGROCK,3856186,718202,HEEG,8
7/25/2011,RUPAUL,3855357,718047,HEEG,8
7/25/2011,SCAFFOLDING,3858038,718508,HEEG,48
7/25/2011,SEADRAGON,3857556,718440,HEEG,32
7/25/2011,SHSSTART,3856007,718184,HEEG,16
7/25/2011,THIRSTY,3856625,718262,HEEG,52
7/25/2011,TRILOG,3853967,717804,HEEG,24
7/25/2011,TUVU,3859327,718516,HEEG,32
7/25/2011,GROSS,3851508,717163,WEGU,4
7/25/2011,NARROWS,3850988,717008,WEGU,13
7/25/2011,NICEPERCH,3853294,717626,WEGU,12
7/25/2011,POCKET2,3849377,716466,WEGU,16
7/25/2011,STIX,3852211,717408,WEGU,6
7/25/2011,TEETER,3852589,717513,WEGU,8
7/25/2011,TOMBSTONE,3853154,717631,WEGU,2
7/25/2011,TREX,3853022,717614,WEGU,2
7/25/2011,HOOF,3857060,718358,WHIM,4
7/25/2011,PILLOW,3857398,718416,WHIM,2
7/25/2011,PIXIE,3857838,718485,WHIM,1
7/25/2011,TIRE,3856840,718299,WHIM,2
7/25/2011,DISC,3836454,718128,HEEG,30
7/25/2011,GRANDCANYON,3837280,718417,HEEG,7
7/25/2011,ROCKBLUE,3837587,718491,HEEG,28
7/25/2011,SSURFCLOSED,3839952,719184,HEEG,32
7/25/2011,TIKI,3841635,719574,HEEG,140
7/25/2011,DISC,3836454,718128,WEGU,8
7/25/2011,GRANDCANYON,3837280,718417,WEGU,2
7/25/2011,ROCKBLUE,3837587,718491,WEGU,7
7/25/2011,SSURFCLOSED,3839952,719184,WEGU,8
7/25/2011,TIKI,3841635,719574,WEGU,35
7/25/2011,4303BUOY,3837695,718544,gull,5
7/25/2011,AMPHITHEATRE,3837016,718345,gull,5
7/25/2011,BORDER TRAIL,3838755,718855,gull,1
7/25/2011,DISC,3836454,718128,gull,20
7/25/2011,DRIFTWOOD,3838915,718901,gull,3
7/25/2011,DROOP,3839144,718961,gull,2
7/25/2011,ENDCOVE,3836133,718015,gull,10
7/25/2011,FINGER,3837396,718449,gull,20
7/25/2011,GRANDCANYON,3837280,718417,gull,8
7/25/2011,GRANDCANYON,3837280,718417,gull,10
7/25/2011,ICELAVA,3836738,718243,gull,5
7/25/2011,ICELAVA,3836738,718243,gull,10
7/25/2011,METEOR,3838680,718812,gull,1
7/25/2011,OBVIOUSLOG,3837828,718577,gull,2
7/25/2011,ROCKBLUE,3837587,718491,gull,3
7/25/2011,SQUID,3838317,718718,gull,1
7/25/2011,STOOL,3839242,718987,gull,3
7/25/2011,STUMP,3838531,718776,gull,2
7/25/2011,UTAH,3836881,718289,gull,10
8/1/2011,WALL OPEN,3843549,719601,gull,1
8/1/2011,ALLIGATOR,3859179,718531,gull,9
8/1/2011,ANCHOR,3858840,718532,gull,8
8/1/2011,BOINGI,3858235,718523,gull,2
8/1/2011,BOTTLEBUOY,3854682,717928,gull,4
8/1/2011,BOTTLELOG,3854218,717859,gull,2
8/1/2011,BUOYFARM,3855633,718084,gull,5
8/1/2011,CHEST,3859063,718542,gull,2
8/1/2011,CLUB,3857270,718400,gull,4
8/1/2011,HOOF,3857060,718358,gull,5
8/1/2011,MINBORDER,3859611,718496,gull,10
8/1/2011,MINIDUMP,3855178,718020,gull,40
8/1/2011,MINOPEN,3860002,718408,gull,20
8/1/2011,NEEDLE,3858391,718537,gull,10
8/1/2011,OJ,3854912,717972,gull,30
8/1/2011,PILLOW,3857398,718416,gull,9
8/1/2011,PIXIE,3857838,718485,gull,10
8/1/2011,RAINBOWSPIN,3855802,718134,gull,4
8/1/2011,RUPAUL,3855357,718047,gull,6
8/1/2011,SCAFFOLDING,3858038,718508,gull,16
8/1/2011,SEADRAGON,3857556,718440,gull,2
8/1/2011,SHCREEK,3858576,718559,gull,20
8/1/2011,SHSEND,3853725,717760,gull,3
8/1/2011,SHSSTART,3856007,718184,gull,6
8/1/2011,TRILOG,3853967,717804,gull,15
8/1/2011,TUVU,3859327,718516,gull,6
8/1/2011,4303BUOY,3837695,718544,HEEG,20
8/1/2011,AMPHITHEATRE,3837016,718345,HEEG,108
8/1/2011,TIKI,3841635,719574,HEEG,72
8/1/2011,WITCH,3838088,718652,HEEG,10
8/1/2011,ALLIGATOR,3859179,718531,HEEG,26
8/1/2011,ANCHOR,3858840,718532,HEEG,32
8/1/2011,BOINGI,3858235,718523,HEEG,4
8/1/2011,BOTTLEBUOY,3854682,717928,HEEG,16
8/1/2011,BOTTLELOG,3854218,717859,HEEG,8
8/1/2011,BUOYFARM,3855633,718084,HEEG,20
8/1/2011,CHEST,3859063,718542,HEEG,8
8/1/2011,CLUB,3857270,718400,HEEG,16
8/1/2011,HOOF,3857060,718358,HEEG,20
8/1/2011,MINBORDER,3859611,718496,HEEG,40
8/1/2011,MINIDUMP,3855178,718020,HEEG,160
8/1/2011,MINOPEN,3860002,718408,HEEG,80
8/1/2011,NEEDLE,3858391,718537,HEEG,40
8/1/2011,OJ,3854912,717972,HEEG,120
8/1/2011,PILLOW,3857398,718416,HEEG,36
8/1/2011,PIXIE,3857838,718485,HEEG,40
8/1/2011,RAINBOWSPIN,3855802,718134,HEEG,16
8/1/2011,RUPAUL,3855357,718047,HEEG,24
8/1/2011,SCAFFOLDING,3858038,718508,HEEG,64
8/1/2011,SEADRAGON,3857556,718440,HEEG,8
