beach,species,survey_week,beach_section_initials,species_2,total,mean_wrack
SOUTH,SNPL,2012-04-23,WAL,SNPL,27,1.0416666666666667
NORTH,SNPL,2012-04-30,MIN,SNPL,8,1.5
NORTH,SAND,2012-04-30,SAN,SAND,5,1.1
NORTH,SNPL,2012-04-30,SAN,SNPL,41,1.1
NORTH,gull,2012-04-30,SHN,NA,12,1.1923076923076923
NORTH,SAND,2012-04-30,SHN,SAND,40,1.1923076923076923
NORTH,SNPL,2012-04-30,SHN,SNPL,16,1.1923076923076923
NORTH,SNPL,2012-04-30,SHS,SNPL,3,0.85
SOUTH,SAND,2012-04-30,SNO,SAND,2000,2.566666666666667
SOUTH,SNPL,2012-04-30,SNO,SNPL,52,2.566666666666667
SOUTH,SNPL,2012-04-30,SSO,SNPL,22,1.3333333333333333
SOUTH,CAGU,2012-04-30,WAL,Gull,60,2
SOUTH,SNPL,2012-04-30,WAL,SNPL,2,2
NORTH,CAGU,2012-05-07,MIN,Gull,3,1.4166666666666667
NORTH,gull,2012-05-07,MIN,NA,1,1.4166666666666667
NORTH,HEEG,2012-05-07,MIN,Gull,1,1.4166666666666667
NORTH,SAND,2012-05-07,MIN,SAND,1200,1.4166666666666667
NORTH,SNPL,2012-05-07,MIN,SNPL,9,1.4166666666666667
PURISIMA,SNPL,2012-05-07,PNO,SNPL,1,1.5
NORTH,gull,2012-05-07,SAN,NA,1,1.25
NORTH,SAND,2012-05-07,SAN,SAND,2100,1.25
NORTH,SNPL,2012-05-07,SAN,SNPL,53,1.25
NORTH,SAND,2012-05-07,SHN,SAND,2820,1.8461538461538463
NORTH,SNPL,2012-05-07,SHN,SNPL,13,1.8461538461538463
NORTH,CAGU,2012-05-07,SHS,Gull,3,1.15
NORTH,SAND,2012-05-07,SHS,SAND,20,1.15
NORTH,SNPL,2012-05-07,SHS,SNPL,9,1.15
NORTH,WEGU,2012-05-07,SHS,Gull,3,1.15
SOUTH,CAGU,2012-05-07,SNO,Gull,1,2.7333333333333334
SOUTH,SAND,2012-05-07,SNO,SAND,249,2.7333333333333334
SOUTH,SNPL,2012-05-07,SNO,SNPL,55,2.7333333333333334
SOUTH,SAND,2012-05-07,SSO,SAND,2860,2.1944444444444446
SOUTH,SNPL,2012-05-07,SSO,SNPL,33,2.1944444444444446
SOUTH,WEGU,2012-05-07,SSO,Gull,1,2.1944444444444446
SOUTH,CAGU,2012-05-07,WAL,Gull,53,2.923076923076923
SOUTH,SAND,2012-05-07,WAL,SAND,924,2.923076923076923
SOUTH,SNPL,2012-05-07,WAL,SNPL,33,2.923076923076923
SOUTH,WEGU,2012-05-07,WAL,Gull,9,2.923076923076923
NORTH,SNPL,2012-05-14,MIN,SNPL,11,1.0833333333333333
PURISIMA,SNPL,2012-05-14,PNO,SNPL,2,1.25
NORTH,SAND,2012-05-14,SAN,SAND,20,1.5
NORTH,SNPL,2012-05-14,SAN,SNPL,4,1.5
NORTH,gull,2012-05-14,SHN,NA,1,1.0769230769230769
NORTH,SNPL,2012-05-14,SHN,SNPL,21,1.0769230769230769
NORTH,SNPL,2012-05-14,SHS,SNPL,9,0.6
SOUTH,CAGU,2012-05-14,WAL,Gull,150,2.4545454545454546
SOUTH,SAND,2012-05-14,WAL,SAND,1975,2.4545454545454546
SOUTH,SNPL,2012-05-14,WAL,SNPL,15,2.4545454545454546
NORTH,gull,2012-05-21,MIN,NA,37,1.25
NORTH,SNPL,2012-05-21,MIN,SNPL,3,1.25
PURISIMA,gull,2012-05-21,PNO,NA,35,2
PURISIMA,SAND,2012-05-21,PNO,SAND,50,2
PURISIMA,SNPL,2012-05-21,PNO,SNPL,6,2
NORTH,gull,2012-05-21,SAN,NA,96,0.925
NORTH,SAND,2012-05-21,SAN,SAND,1300,0.925
NORTH,SNPL,2012-05-21,SAN,SNPL,37,0.925
NORTH,gull,2012-05-21,SHN,NA,46,1.0769230769230769
NORTH,SNPL,2012-05-21,SHN,SNPL,10,1.0769230769230769
NORTH,gull,2012-05-21,SHS,NA,28,0.85
NORTH,SNPL,2012-05-21,SHS,SNPL,6,0.85
SOUTH,SAND,2012-05-21,SNO,SAND,20,2.1333333333333333
SOUTH,SNPL,2012-05-21,SNO,SNPL,37,2.1333333333333333
SOUTH,WEGU,2012-05-21,SNO,Gull,1,2.1333333333333333
SOUTH,gull,2012-05-21,SSO,NA,24,1.7777777777777777
SOUTH,SNPL,2012-05-21,SSO,SNPL,35,1.7777777777777777
SOUTH,CAGU,2012-05-21,WAL,Gull,123,3.076923076923077
SOUTH,SAND,2012-05-21,WAL,SAND,431,3.076923076923077
SOUTH,SNPL,2012-05-21,WAL,SNPL,36,3.076923076923077
SOUTH,WEGU,2012-05-21,WAL,Gull,24,3.076923076923077
SOUTH,SNPL,2012-05-28,SNO,SNPL,48,2.6
SOUTH,WEGU,2012-05-28,SNO,Gull,6,2.6
SOUTH,SNPL,2012-05-28,SSO,SNPL,22,1.9444444444444444
SOUTH,WEGU,2012-05-28,SSO,Gull,2,1.9444444444444444
SOUTH,CAGU,2012-05-28,WAL,Gull,3,3.230769230769231
SOUTH,SAND,2012-05-28,WAL,SAND,55,3.230769230769231
SOUTH,SNPL,2012-05-28,WAL,SNPL,33,3.230769230769231
NORTH,gull,2012-06-04,MIN,NA,17,1.6666666666666667
NORTH,SNPL,2012-06-04,MIN,SNPL,6,1.6666666666666667
PURISIMA,gull,2012-06-04,PNO,NA,18,1
NORTH,gull,2012-06-04,SAN,NA,42,1.125
NORTH,SNPL,2012-06-04,SAN,SNPL,68,1.125
NORTH,gull,2012-06-04,SHN,NA,50,1.3076923076923077
NORTH,SNPL,2012-06-04,SHN,SNPL,5,1.3076923076923077
NORTH,gull,2012-06-04,SHS,NA,45,0.65
NORTH,SNPL,2012-06-04,SHS,SNPL,10,0.65
NORTH,CAGU,2012-06-11,MIN,Gull,17,3
NORTH,gull,2012-06-11,MIN,NA,6,3
NORTH,HEEG,2012-06-11,MIN,Gull,8,3
NORTH,RBGU,2012-06-11,MIN,NA,16,3
NORTH,SNPL,2012-06-11,MIN,SNPL,2,3
NORTH,WEGU,2012-06-11,MIN,Gull,1,3
PURISIMA,gull,2012-06-11,PNO,NA,2,2.3333333333333335
PURISIMA,SNPL,2012-06-11,PNO,SNPL,6,2.3333333333333335
NORTH,gull,2012-06-11,SAN,NA,83,2
NORTH,SNPL,2012-06-11,SAN,SNPL,29,2
NORTH,CAGU,2012-06-11,SHN,Gull,71,2.8461538461538463
NORTH,HEEG,2012-06-11,SHN,Gull,41,2.8461538461538463
NORTH,RBGU,2012-06-11,SHN,NA,4,2.8461538461538463
NORTH,SNPL,2012-06-11,SHN,SNPL,14,2.8461538461538463
NORTH,CAGU,2012-06-11,SHS,Gull,15,2.4
NORTH,gull,2012-06-11,SHS,NA,19,2.4
NORTH,SNPL,2012-06-11,SHS,SNPL,6,2.4
SOUTH,gull,2012-06-11,SNO,NA,1,2.2
SOUTH,SNPL,2012-06-11,SNO,SNPL,71,2.2
SOUTH,gull,2012-06-11,SSO,NA,20,1.7777777777777777
SOUTH,SNPL,2012-06-11,SSO,SNPL,37,1.7777777777777777
SOUTH,gull,2012-06-11,WAL,NA,10,2.923076923076923
SOUTH,SNPL,2012-06-11,WAL,SNPL,33,2.923076923076923
SOUTH,WEGU,2012-06-11,WAL,Gull,4,2.923076923076923
NORTH,CAGU,2012-06-18,MIN,Gull,10,2.5833333333333335
NORTH,HEEG,2012-06-18,MIN,Gull,10,2.5833333333333335
NORTH,SNPL,2012-06-18,MIN,SNPL,3,2.5833333333333335
PURISIMA,CAGU,2012-06-18,PNO,Gull,1,2.3333333333333335
PURISIMA,HEEG,2012-06-18,PNO,Gull,1,2.3333333333333335
NORTH,CAGU,2012-06-18,SAN,Gull,25,1.35
NORTH,HEEG,2012-06-18,SAN,Gull,86,1.35
NORTH,SNPL,2012-06-18,SAN,SNPL,117,1.35
NORTH,WEGU,2012-06-18,SAN,Gull,15,1.35
NORTH,CAGU,2012-06-18,SHN,Gull,7,2.6538461538461537
NORTH,HEEG,2012-06-18,SHN,Gull,8,2.6538461538461537
NORTH,SNPL,2012-06-18,SHN,SNPL,10,2.6538461538461537
NORTH,CAGU,2012-06-18,SHS,Gull,14,1.6
NORTH,HEEG,2012-06-18,SHS,Gull,41,1.6
NORTH,SNPL,2012-06-18,SHS,SNPL,3,1.6
SOUTH,gull,2012-06-18,SNO,NA,10,2.1666666666666665
SOUTH,SNPL,2012-06-18,SNO,SNPL,37,2.1666666666666665
SOUTH,gull,2012-06-18,SSO,NA,2,1.7222222222222223
SOUTH,SNPL,2012-06-18,SSO,SNPL,46,1.7222222222222223
SOUTH,gull,2012-06-18,WAL,NA,74,3.08
SOUTH,SNPL,2012-06-18,WAL,SNPL,43,3.08
NORTH,CAGU,2012-06-25,MIN,Gull,7,1.75
NORTH,HEEG,2012-06-25,MIN,Gull,36,1.75
NORTH,SNPL,2012-06-25,MIN,SNPL,6,1.75
PURISIMA,CAGU,2012-06-25,PNO,Gull,6,1.6666666666666667
PURISIMA,HEEG,2012-06-25,PNO,Gull,44,1.6666666666666667
PURISIMA,SNPL,2012-06-25,PNO,SNPL,2,1.6666666666666667
PURISIMA,WEGU,2012-06-25,PNO,Gull,10,1.6666666666666667
NORTH,CAGU,2012-06-25,SAN,Gull,6,1.2
NORTH,HEEG,2012-06-25,SAN,Gull,225,1.2
NORTH,SNPL,2012-06-25,SAN,SNPL,73,1.2
NORTH,WEGU,2012-06-25,SAN,Gull,1,1.2
NORTH,HEEG,2012-06-25,SHN,Gull,179,1.6538461538461537
NORTH,SNPL,2012-06-25,SHN,SNPL,7,1.6538461538461537
NORTH,CAGU,2012-06-25,SHS,Gull,2,1
NORTH,HEEG,2012-06-25,SHS,Gull,252,1
NORTH,SNPL,2012-06-25,SHS,SNPL,4,1
SOUTH,HEEG,2012-06-25,SNO,Gull,250,1.9333333333333333
SOUTH,SNPL,2012-06-25,SNO,SNPL,60,1.9333333333333333
SOUTH,CAGU,2012-06-25,SSO,Gull,6,1.6111111111111112
SOUTH,HEEG,2012-06-25,SSO,Gull,355,1.6111111111111112
SOUTH,SNPL,2012-06-25,SSO,SNPL,52,1.6111111111111112
SOUTH,WEGU,2012-06-25,SSO,Gull,3,1.6111111111111112
SOUTH,CAGU,2012-06-25,WAL,Gull,1,3.6923076923076925
SOUTH,HEEG,2012-06-25,WAL,Gull,128,3.6923076923076925
SOUTH,SNPL,2012-06-25,WAL,SNPL,29,3.6923076923076925
SOUTH,WEGU,2012-06-25,WAL,Gull,50,3.6923076923076925
NORTH,CAGU,2012-07-02,MIN,Gull,5,1.9166666666666667
NORTH,HEEG,2012-07-02,MIN,Gull,102,1.9166666666666667
NORTH,SNPL,2012-07-02,MIN,SNPL,3,1.9166666666666667
NORTH,WEGU,2012-07-02,MIN,Gull,2,1.9166666666666667
PURISIMA,CAGU,2012-07-02,PNO,Gull,6,2
PURISIMA,HEEG,2012-07-02,PNO,Gull,41,2
PURISIMA,SNPL,2012-07-02,PNO,SNPL,3,2
PURISIMA,WEGU,2012-07-02,PNO,Gull,3,2
NORTH,CAGU,2012-07-02,SAN,Gull,5,1.15
NORTH,HEEG,2012-07-02,SAN,Gull,414,1.15
NORTH,SNPL,2012-07-02,SAN,SNPL,70,1.15
NORTH,WEGU,2012-07-02,SAN,Gull,18,1.15
NORTH,CAGU,2012-07-02,SHN,Gull,36,2.6923076923076925
NORTH,HEEG,2012-07-02,SHN,Gull,195,2.6923076923076925
NORTH,SNPL,2012-07-02,SHN,SNPL,10,2.6923076923076925
NORTH,WEGU,2012-07-02,SHN,Gull,6,2.6923076923076925
NORTH,CAGU,2012-07-02,SHS,Gull,17,1.35
NORTH,HEEG,2012-07-02,SHS,Gull,359,1.35
NORTH,SNPL,2012-07-02,SHS,SNPL,5,1.35
SOUTH,gull,2012-07-02,SNO,NA,36,2.066666666666667
SOUTH,SNPL,2012-07-02,SNO,SNPL,58,2.066666666666667
SOUTH,gull,2012-07-02,SSO,NA,79,1.7222222222222223
SOUTH,SNPL,2012-07-02,SSO,SNPL,53,1.7222222222222223
SOUTH,CAGU,2012-07-02,WAL,Gull,3,3.3846153846153846
SOUTH,gull,2012-07-02,WAL,NA,50,3.3846153846153846
SOUTH,HEEG,2012-07-02,WAL,Gull,55,3.3846153846153846
SOUTH,SNPL,2012-07-02,WAL,SNPL,53,3.3846153846153846
SOUTH,WEGU,2012-07-02,WAL,Gull,15,3.3846153846153846
NORTH,gull,2012-07-09,MIN,NA,120,1.5
NORTH,SNPL,2012-07-09,MIN,SNPL,2,1.5
PURISIMA,HEEG,2012-07-09,PNO,Gull,39,2.6666666666666665
PURISIMA,SNPL,2012-07-09,PNO,SNPL,3,2.6666666666666665
PURISIMA,WEGU,2012-07-09,PNO,Gull,8,2.6666666666666665
NORTH,gull,2012-07-09,SAN,NA,84,0.975
NORTH,HEEG,2012-07-09,SAN,Gull,73,0.975
NORTH,SNPL,2012-07-09,SAN,SNPL,64,0.975
NORTH,gull,2012-07-09,SHN,NA,501,1.6923076923076923
NORTH,SNPL,2012-07-09,SHN,SNPL,3,1.6923076923076923
NORTH,gull,2012-07-09,SHS,NA,263,0.8
NORTH,SNPL,2012-07-09,SHS,SNPL,15,0.8
SOUTH,gull,2012-07-09,SNO,NA,44,1.9
SOUTH,SNPL,2012-07-09,SNO,SNPL,67,1.9
SOUTH,gull,2012-07-09,SSO,NA,93,1.6944444444444444
SOUTH,SNPL,2012-07-09,SSO,SNPL,53,1.6944444444444444
SOUTH,gull,2012-07-09,WAL,NA,180,3.1923076923076925
SOUTH,HEEG,2012-07-09,WAL,Gull,8,3.1923076923076925
SOUTH,SNPL,2012-07-09,WAL,SNPL,35,3.1923076923076925
NORTH,gull,2012-07-16,MIN,NA,231,1.75
PURISIMA,gull,2012-07-16,PNO,NA,2,1.6666666666666667
PURISIMA,HEEG,2012-07-16,PNO,Gull,24,1.6666666666666667
PURISIMA,SNPL,2012-07-16,PNO,SNPL,4,1.6666666666666667
PURISIMA,WEGU,2012-07-16,PNO,Gull,6,1.6666666666666667
NORTH,CAGU,2012-07-16,SAN,Gull,1,0.975
NORTH,gull,2012-07-16,SAN,NA,56,0.975
NORTH,SAND,2012-07-16,SAN,SAND,8,0.975
NORTH,SNPL,2012-07-16,SAN,SNPL,74,0.975
NORTH,gull,2012-07-16,SHN,NA,118,1.5769230769230769
NORTH,SNPL,2012-07-16,SHN,SNPL,15,1.5769230769230769
NORTH,gull,2012-07-16,SHS,NA,26,1.05
NORTH,SNPL,2012-07-16,SHS,SNPL,5,1.05
SOUTH,gull,2012-07-16,SNO,NA,2,0.8
SOUTH,HEEG,2012-07-16,SNO,Gull,14,0.8
SOUTH,SAND,2012-07-16,SNO,SAND,5,0.8
SOUTH,SNPL,2012-07-16,SNO,SNPL,78,0.8
SOUTH,HEEG,2012-07-16,SSO,Gull,2,1.1666666666666667
SOUTH,SNPL,2012-07-16,SSO,SNPL,44,1.1666666666666667
SOUTH,CAGU,2012-07-16,WAL,Gull,50,2.423076923076923
SOUTH,HEEG,2012-07-16,WAL,Gull,63,2.423076923076923
SOUTH,SAND,2012-07-16,WAL,SAND,80,2.423076923076923
SOUTH,SNPL,2012-07-16,WAL,SNPL,47,2.423076923076923
SOUTH,WEGU,2012-07-16,WAL,Gull,30,2.423076923076923
NORTH,CAGU,2012-07-23,MIN,Gull,8,1.8333333333333333
NORTH,HEEG,2012-07-23,MIN,Gull,285,1.8333333333333333
PURISIMA,gull,2012-07-23,PNO,NA,2,1.6666666666666667
PURISIMA,HEEG,2012-07-23,PNO,Gull,26,1.6666666666666667
PURISIMA,SNPL,2012-07-23,PNO,SNPL,3,1.6666666666666667
PURISIMA,WEGU,2012-07-23,PNO,Gull,10,1.6666666666666667
NORTH,CAGU,2012-07-23,SAN,Gull,1,1.25
NORTH,HEEG,2012-07-23,SAN,Gull,26,1.25
NORTH,SNPL,2012-07-23,SAN,SNPL,58,1.25
NORTH,WEGU,2012-07-23,SAN,Gull,9,1.25
NORTH,CAGU,2012-07-23,SHN,Gull,2,1.4230769230769231
NORTH,HEEG,2012-07-23,SHN,Gull,85,1.4230769230769231
NORTH,SNPL,2012-07-23,SHN,SNPL,38,1.4230769230769231
NORTH,CAGU,2012-07-23,SHS,Gull,8,1.1
NORTH,HEEG,2012-07-23,SHS,Gull,26,1.1
NORTH,SAND,2012-07-23,SHS,SAND,30,1.1
NORTH,SNPL,2012-07-23,SHS,SNPL,3,1.1
NORTH,WEGU,2012-07-23,SHS,Gull,3,1.1
SOUTH,CAGU,2012-07-23,SNO,Gull,40,1.7
SOUTH,gull,2012-07-23,SNO,NA,30,1.7
SOUTH,HEEG,2012-07-23,SNO,Gull,60,1.7
SOUTH,SAND,2012-07-23,SNO,SAND,4,1.7
SOUTH,SNPL,2012-07-23,SNO,SNPL,117,1.7
SOUTH,WEGU,2012-07-23,SNO,Gull,21,1.7
SOUTH,CAGU,2012-07-23,SSO,Gull,12,1.2222222222222223
SOUTH,HEEG,2012-07-23,SSO,Gull,20,1.2222222222222223
SOUTH,SNPL,2012-07-23,SSO,SNPL,8,1.2222222222222223
SOUTH,WEGU,2012-07-23,SSO,Gull,8,1.2222222222222223
SOUTH,SAND,2012-07-23,WAL,SAND,77,2.6538461538461537
SOUTH,SNPL,2012-07-23,WAL,SNPL,30,2.6538461538461537
NORTH,CAGU,2012-07-30,MIN,Gull,2,2.6666666666666665
NORTH,HEEG,2012-07-30,MIN,Gull,320,2.6666666666666665
NORTH,WEGU,2012-07-30,MIN,Gull,1,2.6666666666666665
PURISIMA,CAGU,2012-07-30,PNO,Gull,3,2
PURISIMA,HEEG,2012-07-30,PNO,Gull,35,2
PURISIMA,SNPL,2012-07-30,PNO,SNPL,6,2
PURISIMA,WEGU,2012-07-30,PNO,Gull,7,2
NORTH,CAGU,2012-07-30,SAN,Gull,11,1.62
NORTH,HEEG,2012-07-30,SAN,Gull,113,1.62
NORTH,SNPL,2012-07-30,SAN,SNPL,51,1.62
NORTH,WEGU,2012-07-30,SAN,Gull,20,1.62
NORTH,HEEG,2012-07-30,SHN,Gull,97,2.423076923076923
NORTH,SAND,2012-07-30,SHN,SAND,50,2.423076923076923
NORTH,SNPL,2012-07-30,SHN,SNPL,47,2.423076923076923
NORTH,HEEG,2012-07-30,SHS,Gull,84,1.35
NORTH,SAND,2012-07-30,SHS,SAND,300,1.35
NORTH,SNPL,2012-07-30,SHS,SNPL,7,1.35
NORTH,WEGU,2012-07-30,SHS,Gull,1,1.35
SOUTH,CAGU,2012-07-30,SNO,Gull,1,1.9
SOUTH,HEEG,2012-07-30,SNO,Gull,11,1.9
SOUTH,SAND,2012-07-30,SNO,SAND,4,1.9
SOUTH,SNPL,2012-07-30,SNO,SNPL,82,1.9
SOUTH,WEGU,2012-07-30,SNO,Gull,1,1.9
SOUTH,SAND,2012-07-30,SSO,SAND,1,1.8611111111111112
SOUTH,SNPL,2012-07-30,SSO,SNPL,62,1.8611111111111112
SOUTH,CAGU,2012-07-30,WAL,Gull,4,3.230769230769231
SOUTH,HEEG,2012-07-30,WAL,Gull,14,3.230769230769231
SOUTH,SAND,2012-07-30,WAL,SAND,58,3.230769230769231
SOUTH,SNPL,2012-07-30,WAL,SNPL,47,3.230769230769231
SOUTH,WEGU,2012-07-30,WAL,Gull,18,3.230769230769231
NORTH,HEEG,2012-08-06,MIN,Gull,59,2.4166666666666665
NORTH,SNPL,2012-08-06,MIN,SNPL,2,2.4166666666666665
NORTH,WEGU,2012-08-06,MIN,Gull,4,2.4166666666666665
PURISIMA,HEEG,2012-08-06,PNO,Gull,1,2.5
PURISIMA,SAND,2012-08-06,PNO,SAND,2120,2.5
PURISIMA,SNPL,2012-08-06,PNO,SNPL,14,2.5
PURISIMA,WEGU,2012-08-06,PNO,Gull,45,2.5
NORTH,HEEG,2012-08-06,SAN,Gull,64,1.175
NORTH,SAND,2012-08-06,SAN,SAND,3230,1.175
NORTH,SNPL,2012-08-06,SAN,SNPL,54,1.175
NORTH,WEGU,2012-08-06,SAN,Gull,14,1.175
NORTH,HEEG,2012-08-06,SHN,Gull,12,1.7307692307692308
NORTH,SNPL,2012-08-06,SHN,SNPL,11,1.7307692307692308
NORTH,WEGU,2012-08-06,SHN,Gull,2,1.7307692307692308
NORTH,CAGU,2012-08-06,SHS,Gull,2,1.15
NORTH,HEEG,2012-08-06,SHS,Gull,62,1.15
NORTH,SAND,2012-08-06,SHS,SAND,3,1.15
NORTH,SNPL,2012-08-06,SHS,SNPL,9,1.15
NORTH,WEGU,2012-08-06,SHS,Gull,4,1.15
SOUTH,gull,2012-08-06,SNO,NA,1,1.8
SOUTH,SAND,2012-08-06,SNO,SAND,16,1.8
SOUTH,SNPL,2012-08-06,SNO,SNPL,142,1.8
SOUTH,SNPL,2012-08-06,SSO,SNPL,41,1.25
SOUTH,gull,2012-08-06,WAL,NA,3,2.269230769230769
SOUTH,SAND,2012-08-06,WAL,SAND,2,2.269230769230769
SOUTH,SNPL,2012-08-06,WAL,SNPL,18,2.269230769230769
NORTH,CAGU,2012-08-13,MIN,Gull,8,2.0833333333333335
NORTH,HEEG,2012-08-13,MIN,Gull,132,2.0833333333333335
NORTH,WEGU,2012-08-13,MIN,Gull,9,2.0833333333333335
PURISIMA,CAGU,2012-08-13,PNO,Gull,30,2.3333333333333335
PURISIMA,HERG,2012-08-13,PNO,NA,1,2.3333333333333335
PURISIMA,SAND,2012-08-13,PNO,SAND,45,2.3333333333333335
PURISIMA,SNPL,2012-08-13,PNO,SNPL,10,2.3333333333333335
PURISIMA,WEGU,2012-08-13,PNO,Gull,35,2.3333333333333335
NORTH,CAGU,2012-08-13,SAN,Gull,14,1.6
NORTH,HEEG,2012-08-13,SAN,Gull,175,1.6
NORTH,SAND,2012-08-13,SAN,SAND,1150,1.6
NORTH,SNPL,2012-08-13,SAN,SNPL,87,1.6
NORTH,WEGU,2012-08-13,SAN,Gull,7,1.6
NORTH,CAGU,2012-08-13,SHN,Gull,1,1.5384615384615385
NORTH,HEEG,2012-08-13,SHN,Gull,3,1.5384615384615385
NORTH,SNPL,2012-08-13,SHN,SNPL,48,1.5384615384615385
